id,Название,Цена со скидкой,Цена без скидки,Бренд,Ссылка
 586897,"Кофе Egoiste Arabica Premium натуральный жареный в зернах, 1кг",1 699,2 369,LAVAZZA,https://online.metro-cc.ru/products/egoiste-v-zernah-naturalnyj-zharenyj-arabica-premium-1kg
 530965,"Кофе Lavazza Crema e Aroma натуральный жареный в зернах, 1кг",,2 439,RIOBA,https://online.metro-cc.ru/products/lavazza-v-zernah-naturalnyj-zharenyj-crema-e-aroma-1kg
 218718,"RIOBA Кофе в зернах натуральный жареный Silver, 1кг",,1 329,POETTI,https://online.metro-cc.ru/products/rioba-v-zernah-naturalnyj-zharenyj-silver-1kg
 208702,"Кофе Bushido Original растворимый, 100г",699,829,LAVAZZA,https://online.metro-cc.ru/products/bushido-sublimirovannyj-original-100g
 218719,"Кофе Alta Roma Espresso в зернах, 1кг",1 049,1 079,POETTI,https://online.metro-cc.ru/products/kofe-alta-roma-espresso-v-zernakh-1kg
 119136,"Кофе Nescafe Classic растворимый порошкообразный с добавлением натурального жареного молотого кофе, 900г",999,1 809,JARDIN,https://online.metro-cc.ru/products/900g-nescafe-classic
 220012,"Кофе Nescafe Gold растворимый, 190г",,439,JULIUS MEINL,https://online.metro-cc.ru/products/nescafe-gold-190g
 260443,"Кофе Bushido Black Katana в зернах, 1кг",1 999,2 699,CARTE NOIRE,https://online.metro-cc.ru/products/kofe-zernovoj-bushido-black-katana-1000g
 230302,"Кофе Nescafe Classic Crema растворимый, 95г",199,214,MONARCH,https://online.metro-cc.ru/products/nescafe-classic-crema-95-g
 505974,"Кофе Julius Meinl Espresso Premium Collection в зернах, 1кг",,2 149,ЧЕРНАЯ КАРТА,https://online.metro-cc.ru/products/v-zernah-julius-meinl-espresso-premium-kollekciya-1000g
 44438,"Кофе Nescafe Gold Aroma Intenso растворимый, 85г",,259,ORIGO,https://online.metro-cc.ru/products/kofe-nescafe-gold-aroma-intens-rastvorimyj-poroshkoobraznyj-85-g
 551849,"Кофе Monarch Original растворимый, 500г",1 049,1 389,NESCAFE,https://online.metro-cc.ru/products/kofe-monarch-original-rastvorimyy-500g
 633254,"Кофе Ambassador Gold Label в зернах, 1кг",1 299,1 659,JARDIN,https://online.metro-cc.ru/products/ambassador-gold-label-v-zernah-1000g
 654818,"Кофе Poetti Daily Classic Crema в зернах, 1кг",1 049,1 649,JULIUS MEINL,https://online.metro-cc.ru/products/1kg-kofe-poetti-daily-classic-crema-v-zernah
 99542,"Кофе Ambassador Blue Label в зернах, 1кг",1 399,1 699,NESCAFE,https://online.metro-cc.ru/products/ambassador-blue-label-zernovoj-1000-g
 220013,"RIOBA Кофе в зернах натуральный жареный 80:20, 1кг",,1 529,JULIUS MEINL,https://online.metro-cc.ru/products/rioba-v-zernah-naturalnyj-zharenyj-gold-1kg
 666412,"Кофе Monarch Original растворимый, 210г",469,579,CARTE NOIRE,https://online.metro-cc.ru/products/kofe-monarch-original-rastvorimyy-210g
 531031,"Набор кофе в капсулах Coffesso для кофемашин Nespresso ассорти 50шт, 250г",1 099,1 329,ALTA ROMA,https://online.metro-cc.ru/products/coffesso-nabor-v-kapsulah-50-sht-h-5-g
 598959,"Кофе Lavazza Crema e Gusto Classico молотый, 250г",,439,EGOISTE,https://online.metro-cc.ru/products/lavazza-naturalnyj-zharenyj-crema-e-gusto-250g
 530967,"Кофе Poetti Daily Mokka в зернах, 1кг",969,1 529,RIOBA,https://online.metro-cc.ru/products/1kg-kofe-poetti-daily-mokka-v-zernah
 530968,"RIOBA Кофе в капсулах Cremoso для кофемашин Nespresso 11шт, 55г",,294,RIOBA,https://online.metro-cc.ru/products/rioba-dlya-kofemashin-cremoso-11x5g
 107074,"Кофе Poetti Daily Arabica в зернах, 1кг",1 349,1 879,CARRARO,https://online.metro-cc.ru/products/1kg-kofe-poetti-daily-arabica-v-zernah
 546341,"Кофе Jardin Guatemala Atitlan натуральный растворимый, 95г",239,286,AMBASSADOR,https://online.metro-cc.ru/products/jardin-guatemala-atitlan-naturalnyj-95-g
 74090,"Кофе Julius Meinl Сaffe Crema Premium Collection в зернах, 1кг",,2 049,JACOBS,https://online.metro-cc.ru/products/julius-meinl-krema-premium-1kg
 287768,"Кофе Illy Brazil arabica selection в зернах, 250г",1 090,1 599,RIOBA,https://online.metro-cc.ru/products/illy-arabika-250-g
 427833,"Кофе Lavazza Qualita Oro молотый, 250г",,619,LAVAZZA,https://online.metro-cc.ru/products/lavazza-naturalnyj-zharenyj-oro-250g
 407891,"Кофе Черная Карта в зернах, 1кг",919,1 159,EGOISTE,https://online.metro-cc.ru/products/chernaya-karta-paketirovannyj-1kg
 218720,"Кофе Bushido Sensei молотый, 227г",459,739,POETTI,https://online.metro-cc.ru/products/art_59002
 228292,"Кофе Origo Cafe Crema в зернах, 1кг",,1 849,EGOISTE,https://online.metro-cc.ru/products/art_624869
 654820,"Кофе Fresco Horeca arabica в зернах, 1кг",1 099,1 789,JULIUS MEINL,https://online.metro-cc.ru/products/1kg-kofe-fresco-horeca-arabica-zerno
 32459,"Кофе Julius Meinl Президент классическая коллекция в зернах, 1кг",,2 029,LAVAZZA,https://online.metro-cc.ru/products/julius-meinl-prezident-1000g
 77948,"Кофе Bushido Sensei в зернах, 227г",499,699,JULIUS MEINL,https://online.metro-cc.ru/products/bushido-sensei-227g
 32456,"Кофе Jacobs Monarch растворимый (1.8г х 26шт), 47г",,449,LAVAZZA,https://online.metro-cc.ru/products/jacobs-monarch-26x18g
 433965,"Кофе Poetti Leggenda Espresso в зернах, 1кг",,2 119,NESCAFE,https://online.metro-cc.ru/products/1kg-kofe-poetti-leggenda-espresso-v-zernah
 365548,"Кофе Julius Meinl Эспрессо в зернах, 500г",,1 549,ALTA ROMA,https://online.metro-cc.ru/products/julius-meinl-v-zernah-naturalnyj-zharenyj-president-grande-espresso-500g
 287770,"Кофе Egoiste Platinum, 100г",899,1 099,RIOBA,https://online.metro-cc.ru/products/egoiste-platinum-100-g
 637203,"Кофе Ambassador Platinum в зернах, 1кг",1 299,1 589,L'OR,https://online.metro-cc.ru/products/ambassador-naturalnyj-zharenyj-platinum-1kg
 110546,"Кофе Illy средней обжарки в зернах, 250г",1 090,1 599,BUSHIDO,https://online.metro-cc.ru/products/v-zernah-illy-srednej-obzharki-250g
 530969,"Кофе Carraro Primo Mattino в зернах, 1кг",,1 619,RIOBA,https://online.metro-cc.ru/products/v-zernah-carraro-primo-mattino-1-kg
 624869,"Кофе Dallmayr Crema Prodomo в зернах, 1кг",,2 229,ORIGO,https://online.metro-cc.ru/products/dallmayr-crema-prodomo-v-zernah-1000-g
 123742,"RIOBA Кофе в капсулах Delicato для кофемашин Nespresso 11шт, 55г",,294,NESCAFE,https://online.metro-cc.ru/products/rioba-dlya-kofemashin-delicato-10x5g
 133725,"Кофе Origo Imperial Wiener Mischung в зернах, 1кг",,2 809,NESCAFE,https://online.metro-cc.ru/products/art_44438
 219193,"Кофе Lavazza Expert Crema-Aroma в зернах, 1кг",,2 359,COFERIUM,https://online.metro-cc.ru/products/1kg-kofe-lavazza-expert-cremaaroma-v-zernah
 654819,"Кофе Carte Noire Instinct растворимый, 95г",469,519,JULIUS MEINL,https://online.metro-cc.ru/products/art_260443
 125676,"Кофе Jacobs Crema в зернах, 1кг",1 249,1 489,LEBO CLASSIC,https://online.metro-cc.ru/products/jacobs-crema-zernovoj-1kg
 133726,"Кофе в капсулах Jardin Vanillia Rich&Sweet для кофемашин Nespresso 10шт, 50г",,409,NESCAFE,https://online.metro-cc.ru/products/10h5g-jardin-vanillia
 70210,"RIOBA Кофе в капсулах Forte для кофемашин Nespresso 11шт, 55г",,294,NESCAFE,https://online.metro-cc.ru/products/rioba-dlya-kofemashin-forte-11x5g
 658721,"Кофе Bushido Kodo растворимый, 95г",699,989,KIMBO,https://online.metro-cc.ru/products/bushido-v-kristallah-kodo-95g
 36574,"Напиток кофейный Nescafe Strong 3в1 20 пакетиков, 290г",259,319,BUSHIDO,https://online.metro-cc.ru/products/20x145g-kofejnyj-napitok-nescafe-3v1-krepkij
 637204,"RIOBA Кофе в капсулах Intenso для кофемашин Nespresso 11шт, 55г",,294,L'OR,https://online.metro-cc.ru/products/rioba-dlya-kofemashin-intenso-11x5g
 133789,"Кофе в капсулах L’or Espresso Forza для кофемашин Nespresso 10шт, 52г",369,409,JACOBS,https://online.metro-cc.ru/products/l-rsquoor-espr-forza-52-g
 123862,"Кофе Egoiste гранд крю в зернах, 1кг",1 899,2 299,KIMBO,https://online.metro-cc.ru/products/kofe-v-zernah-egoiste-grand-kryu-1kg
 221908,"Кофе Dallmayr Crema d'Oro натуральный жареный в зернах, 1кг",,2 199,LEBO,https://online.metro-cc.ru/products/dallmayr-v-zernah-naturalnyj-zharenyj-crema-d-039oro-1kg
 228778,"Кофе Egoiste Noir растворимый сублимированный, 100г",,769,FRESCO,https://online.metro-cc.ru/products/egoiste-sublimirovannyj-noir-100g
 530966,"Кофе Московская кофейня на паяхъ Арабика растворимый сублимированный, 95г",,559,RIOBA,https://online.metro-cc.ru/products/moskovskaya-kofejnya-na-payah-sublimirovannyj-arabika-95g
 598958,"Кофе в капсулах Tassimo Jacobs Americano Classico для кофемашин Tassimo 16шт, 132г",509,579,BUSHIDO,https://online.metro-cc.ru/products/americano-classico-tassimo-jacobs-16-sht
 119137,"Кофе Lebo Extra в зернах, 1кг",1 199,1 429,JARDIN,https://online.metro-cc.ru/products/1kg-kofe-lebo-extra-v-zernah
 224846,"Кофе Jardin Colombia Supremo натуральный жареный в зернах, 1кг",1 399,1 799,MACCOFFEE,https://online.metro-cc.ru/products/jardin-v-zernah-naturalnyj-zharenyj-colombia-supremo-1kg
 44941,"Кофе Jardin Эспрессо ди Милано в зернах, 1кг",1 099,1 599,DALLMAYR,https://online.metro-cc.ru/products/jardin-v-zernah-naturalnyj-zharenyj-espresso-di-milano-1kg
 226340,"Кофе в капсулах Jardin Vivo Mild&Fruity для кофемашин Nespresso 10шт, 50г",,409,LEBO,https://online.metro-cc.ru/products/10h5g-jardin-vivo
 448263,"Кофе Egoiste Special растворимый сублимированный с молотым, 100г",899,999,JACOBS,https://online.metro-cc.ru/products/egoiste-sublimirovannnyj-s-molotym-special-100g
 134491,"Кофе Nescafe Classic растворимый, 95г",199,214,ARO,https://online.metro-cc.ru/products/nescafe-classic-naturalnyj-st-b-95g
 635596,"Кофе Lebo Classic молотый для турки, 200г",219,262,JARDIN,https://online.metro-cc.ru/products/200g-lebo-classic-dlya-turki
 508637,"Напиток кофейный Nescafe Mild 3в1 20 пакетиков, 290г",259,319,BUSHIDO,https://online.metro-cc.ru/products/20x145g-kofejnyj-napitok-nescafe-3v1-myagkij
 469362,"Кофе Carte Noire Privilege сублимированный, 95г",469,519,JARDIN,https://online.metro-cc.ru/products/carte-noire-privilege-sublimirovannyj-95-g
 580564,"Кофе Origo Grande Barista в зернах, 1кг",,2 499,EGOISTE,https://online.metro-cc.ru/products/art_624874
 298849,"Кофе Italco Espresso Italiano в зернах, 1кг",,1 519,DALLMAYR,https://online.metro-cc.ru/products/1kg-kofe-italco-espresso-italiano-v-zernah
 287769,"Кофе Egoiste Double Espresso, 100г",,769,RIOBA,https://online.metro-cc.ru/products/egoiste-double-espresso-100g
 456926,"Кофе Jacobs Millicano молотый в растворимом, 75г",229,274,DALLMAYR,https://online.metro-cc.ru/products/jacobs-monarch-molotyj-millicano-75g
 218639,"Кофе Московская кофейня на паяхъ Суаре растворимый сублимированный, 95г",,399,NESCAFE,https://online.metro-cc.ru/products/moskovskaya-kofejnya-na-payah-sublimirovannyj-suare-95g
 215682,"Кофе Kimbo Caffe crema classico light в зернах, 1кг",,2 059,JARDIN,https://online.metro-cc.ru/products/kimbo-dolche-krem-1kg
 590985,"Кофе Jacobs Barista Crema в зернах, 800г",,1 379,EGOISTE,https://online.metro-cc.ru/products/kofe-jacobs-barista-crema-zernovoy-800g
 59570,"Кофе MacCoffee Capuccino Di torino растворимый (25.5г x 20шт), 510г",398,469,ILLY,https://online.metro-cc.ru/products/20shtx255g-kofe-maccoffee-cappuccino-di-torino-rastv
 122743,"RIOBA Кофе в капсулах Armonioso для кофемашин Nespresso 11шт, 55г",,294,NESCAFE,https://online.metro-cc.ru/products/rioba-dlya-kofemashin-armonioso-10x5g
 76039,"Напиток кофейный Jacobs 3в1 Классический 50 пакетиков, 675г",589,699,JACOBS,https://online.metro-cc.ru/products/napitok-kofeynyy-jacobs-3v1-klassicheskiy-50x135g
 655857,"Кофе Julius Meinl Caffe Crema Intenso Trend Collection в зернах, 1кг",,1 789,JACOBS,https://online.metro-cc.ru/products/v-zernah-julius-meinl-krema-intenso-trend-kollekciya-1000g
 133724,"Кофе Jardin Bravo Бразилия в зернах, 1кг",1 399,2 349,NESCAFE,https://online.metro-cc.ru/products/jardin-bravo-braziliya-1kg
 102232,"Кофе Jardin Colombia Medellin натуральный растворимый сублимированный, 95г",239,286,AMBASSADOR,https://online.metro-cc.ru/products/jardin-naturalnyj-sublimirovannyj-colombia-medellin-95g
 226348,"Кофе Egoiste Truffle молотый, 250г",,619,CARTE NOIRE,https://online.metro-cc.ru/products/250g-kofe-egoiste-truffle-molotyy
 70170,"Кофе Carraro Arabica 100% в зернах, 500г",,1 269,NESCAFE,https://online.metro-cc.ru/products/v-zernah-carraro-arabica-100-500-g
 604157,"aro Кофе натуральный жареный молотый, 500г",,409,NESCAFE,https://online.metro-cc.ru/products/500g-kofe-aro-molotyy
 62828,"Кофе Ambassador Platinum растворимый, 190г",529,679,JULIUS MEINL,https://online.metro-cc.ru/products/ambassador-platinum-190g
 112992,"Кофе Egoiste Very Special растворимый сублимированный, 100г",899,999,EGOISTE,https://online.metro-cc.ru/products/egoiste-sublimirovannyj-very-special-100g
 624874,"Кофе Egoiste Espresso в зернах, 1кг",1 799,2 349,ORIGO,https://online.metro-cc.ru/products/egoiste-espresso-1000g
 463833,"Напиток кофейный Nescafe Classic 3в1 20 пакетиков, 290г",259,319,AMBASSADOR,https://online.metro-cc.ru/products/20x145g-kofejnyj-napitok-nescafe-3v1-klassik
 220015,"Кофе Kimbo Caffe Crema Dolce Medium в зернах, 1кг",,2 119,JULIUS MEINL,https://online.metro-cc.ru/products/1kg-kimbo-caffe-crema-dolce-medium
 44332,"Кофе Egoiste Noir молотый, 250г",569,669,EGOISTE,https://online.metro-cc.ru/products/egoiste-naturalnyj-zharenyj-250g
 636529,"Кофе Egoiste Espresso натуральный молотый жареный, 250г",449,529,EGOISTE,https://online.metro-cc.ru/products/art_553579
 226397,"Кофе Fresco Arabica Doppio молотый в растворимом, 100г",249,499,МОСКОВСКАЯ КОФЕЙНЯ НА ПАЯХЪ,https://online.metro-cc.ru/products/fresco-naturalnyj-s-dobavleniem-naturalnogo-zharenogo-molotogo-arabica-doppio-100g
 219223,"Кофе в капсулах L’or Espresso Delizioso для кофемашин Nespresso 10шт, 52г",369,409,COFERIUM,https://online.metro-cc.ru/products/lor-espresso-delizioso-52-g
 439335,"Кофе Nescafe Classic Crema растворимый, 190г",,509,FRESCO,https://online.metro-cc.ru/products/190g-kofe-nescafe-classic-crema-rastvorimyy-st-banka
 226399,"Кофе Fresco Arabica Solo растворимый, 100г",249,499,МОСКОВСКАЯ КОФЕЙНЯ НА ПАЯХЪ,https://online.metro-cc.ru/products/fresco-arabika-100g
 230303,"Кофе Egoiste Captain в зернах, 1кг",,2 479,MONARCH,https://online.metro-cc.ru/products/1kg-kofe-egoiste-captain-v-zernah
 611604,"Кофе в капсулах Absolut Drive Latte Macchiato with caramel для кофемашин Dolce Gusto 16шт, 168г",,399,ILLY,https://online.metro-cc.ru/products/8shth6g8shth15g-kofe-absolut-latte-karamel-kapsuly-dg
 654489,"Кофе в капсулах Tassimo Jacobs Cappuccino для кофемашин Tassimo 16шт (8 эспрессо 8 молочных), 260г",499,589,ORIGO,https://online.metro-cc.ru/products/tassimo-cappuccino-classico-8-8sht
 226509,"aro Кофе 3в1 классик (100 пакетиков x 16г), 1.6кг",,759,MACCOFFEE,https://online.metro-cc.ru/products/aro-3v1-klassik-100h16g
 553579,"Кофе Fresco Arabica Blend натуральный растворимый, 100г",249,499,EGOISTE,https://online.metro-cc.ru/products/fresco-naturalnyj-arabica-blend-100g
 228236,"Кофе Carte Noire Elegant растворимый, 95г",469,509,JARDIN,https://online.metro-cc.ru/products/95g-kofe-carte-noire-elegant-rastvorimyy-stb
 132207,"Кофе MacCoffee Arabica растворимый, 100г",,255,JACOBS,https://online.metro-cc.ru/products/100g-kofe-maccoffee-arabica-rastvorimyy-stb
 423210,"Кофе Julius Meinl Президент в зернах, 500г",,919,FRESCO,https://online.metro-cc.ru/products/julius-meinl-v-zernah-naturalnyj-zharenyj-president-500g
 226505,"Кофе в капсулах L’or Espresso Splendente для кофемашин Nespresso 10шт, 52г",369,409,MACCOFFEE,https://online.metro-cc.ru/products/lor-espresso-52-g
 632162,"Кофе Жокей Caffe Italiano молотый, 250г",229,339,ARO,https://online.metro-cc.ru/products/art_50642
 636528,"Кофе Dallmayr Prodomo жареный в зернах, 500г",,1 149,EGOISTE,https://online.metro-cc.ru/products/dallmayr-v-zernah-naturalnyj-zharenyj-prodomo-500g
 526503,"Кофе Kimbo Aroma Gold Arabica в зернах, 1кг",,2 639,FRESCO,https://online.metro-cc.ru/products/kimbo-v-zernah-aroma-gold-arabica-1kg
 218717,"Кофе Illy Guatemala arabica selection в зернах, 250г",1 090,1 599,POETTI,https://online.metro-cc.ru/products/v-zernah-illy-guatemala-zh-b-250-g
 208703,"Кофе Dallmayr Espresso d`Oro в зернах, 1кг",,2 299,LAVAZZA,https://online.metro-cc.ru/products/art_44940
 609222,"Кофе Bushido Red Katana в зернах, 227г",499,679,RIOBA,https://online.metro-cc.ru/products/art_59005
 59002,"Кофе в капсулах Jacobs Espresso №7 Classico для кофемашин Nespresso 10шт, 52г",279,329,BUSHIDO,https://online.metro-cc.ru/products/jacobs-espresso-7-classico-10sht
 208701,"Кофе Lavazza Expert Gusto Forte в зернах, 1кг",,1 709,LAVAZZA,https://online.metro-cc.ru/products/1kg-kofe-lavazza-expert-gusto-forte-v-zernah
 201559,"Кофе Lavazza Caffe Espresso натуральный жареный в зернах, 1кг",,2 599,JACOBS,https://online.metro-cc.ru/products/v-zernah-lavazza-naturalnyj-zharenyj-caffe-espresso-1kg
 581767,"Кофе в капсулах Lebo Espresso Collection для кофемашин Nespresso 40шт, 220г",1 099,1 419,CARTE NOIRE,https://online.metro-cc.ru/products/40shth55g-kofe-lebo-espresso-collection-banka
 8415,"Кофе Egoiste Velvet молотый, 200г",499,569,NESCAFE,https://online.metro-cc.ru/products/egoiste-velvet-200g
 629014,"Кофе Monarch Original растворимый, 270г",1 099,1 199,KIMBO,https://online.metro-cc.ru/products/kofe-monarch-original-rastvorimyy-270g
 59004,"Кофе Nescafe Classic растворимый, 190г",289,297,BUSHIDO,https://online.metro-cc.ru/products/nescafe-classic-paket-190g
 228285,"Кофе Jardin Gold растворимый, 95г",239,329,EGOISTE,https://online.metro-cc.ru/products/95g-kofe-jardin-gold-rastvorimyy-stb
 528358,"Кофе Jardin Colombia Medelin растворимый сублимированный, 150г",,499,BUSHIDO,https://online.metro-cc.ru/products/jardin-sublimirovannyj-colombia-medelin-150g
 624061,"Кофе в капсулах Lebo Espresso Crema для кофемашин Nespresso 40 шт, 220г",1 099,1 259,ЖОКЕЙ,https://online.metro-cc.ru/products/40shth55g-kofe-lebo-espresso-crema-banka
 227971,"Кофе Jardin Oro в зернах, 1кг",1 399,1 999,FRESCO,https://online.metro-cc.ru/products/1kg-kofe-jardin-original-oro-zernovoy
 534998,"Кофе Origo Kaffee Klassik Barista Espresso в зернах, 1кг",,2 319,ЖОКЕЙ,https://online.metro-cc.ru/products/v-zernah-origo-klassik-kaffee-barista-espresso-1-kg
 221909,"Кофе Bushido Black Katana растворимый, 100г",899,1 039,LEBO,https://online.metro-cc.ru/products/bushido-sublimirovannyj-black-katana-100g
 228811,"RIOBA Кофе Espresso Decaffeeinated в зернах без кофеина, 500г",,859,FORT,https://online.metro-cc.ru/products/rioba-v-zernah-naturalnyj-zharenyj-espresso-decaffeeinated-500g
 611605,Кофе Carte Noire Original в зернах 800 г,1 299,1 549,ILLY,https://online.metro-cc.ru/products/carte-noire-v-zernah-naturalnyj-zharenyj-800g
 50642,"Кофе Illy средней обжарки молотый, 250г",1 399,1 499,ЖОКЕЙ,https://online.metro-cc.ru/products/illy-srednej-obzharki-250g
 611603,"Кофе Jacobs Barista Editions Italiano в зернах, 800г",,1 379,ILLY,https://online.metro-cc.ru/products/800g-kofe-jacobs-barista-editions-italiano-zernovoy
 147698,"Кофе Monarch Original растворимый, 190г",,579,ARO,https://online.metro-cc.ru/products/190g-kofe-monarch-original-rastvorimyy-st
 637205,"Кофе Jardin Kenya Kilimanjaro растворимый, 95г",239,286,L'OR,https://online.metro-cc.ru/products/jardin-kenya-kilimanjaro-95-g
 224737,"Кофе Julius Meinl Юбилейный в зернах, 500г",,979,MONARCH,https://online.metro-cc.ru/products/julius-meinl-v-zernah-naturalnyj-zharenyj-jubileum-500g
 530964,"Кофе Жокей Империал натуральный растворимый сублимированный, 150г",269,399,RIOBA,https://online.metro-cc.ru/products/zhokej-imperial-150g
 629006,"Кофе Жокей Триумф растворимый сублимированный, 150г",249,297,KIMBO,https://online.metro-cc.ru/products/zhokej-sublimirovannyj-triumf-150g
 72533,"Кофе Carte Noire Voyage au Bresil растворимый, 90г",469,509,COFFESSO,https://online.metro-cc.ru/products/90g-kofe-carte-noire-voyage-au-bresil-rastvorimyy-stb
 215059,"Кофе Nescafe Gold растворимый сублимированный, 500г",,1 829,JACOBS,https://online.metro-cc.ru/products/nescafe-sublimirovannyj-gold-500g
 44940,"Кофе в капсулах L’or Espresso Ristretto для кофемашин Nespresso 10шт, 52г",369,409,DALLMAYR,https://online.metro-cc.ru/products/l-rsquoor-ristretto-52-g
 59005,"Кофе Jacobs Monarch в зернах, 230г",319,349,BUSHIDO,https://online.metro-cc.ru/products/230g-kofe-jacobs-monarch-zerno
 231667,"Кофе Lavazza Expert Gusto Pieno в зернах, 1кг",,1 859,MONARCH,https://online.metro-cc.ru/products/1kg-kofe-lavazza-expert-gusto-pieno-v-zernah
 629008,"Кофе Julius Meinl Юбилейный молотый, 250г",449,549,KIMBO,https://online.metro-cc.ru/products/yubilejnyj-julius-meinl-250-g
 637202,"Кофе Egoiste Velvet в зернах, 200г",569,679,L'OR,https://online.metro-cc.ru/products/egoiste-velvet-200-g
 401114,"Кофе Bushido Light Katana растворимый, 100г",849,1 019,TASSIMO,https://online.metro-cc.ru/products/100g-kofe-bushido-light-katana-rastvorimyy
 376494,"Кофе Monarch карамель растворимый, 95г",,389,KIMBO,https://online.metro-cc.ru/products/95g-kofe-monarch-karamel-rastvorimyy-st
 230024,"Кофе Egoiste Noir растворимый, 70г",349,389,ILLY,https://online.metro-cc.ru/products/egoiste-noir-70g
 384608,"RIOBA Кофе в капсулах Decaffeinato без кофеина для кофемашин Nespresso 11шт, 55г",,294,JULIUS MEINL,https://online.metro-cc.ru/products/rioba-dlya-kofemashin-decaffein-11x5g
 223118,"Кофе Nescafe Gold растворимый, 190г",,879,ABSOLUT,https://online.metro-cc.ru/products/nescafe-sublimirovannyj-gold-190g
 230305,"Кофе Kimbo Intenso в зернах, 1кг",,1 669,MONARCH,https://online.metro-cc.ru/products/kimbo-intenso-1kg
 395462,"Кофе Monarch Day&Night декофеинизированный растворимый, 95г",359,399,JULIUS MEINL,https://online.metro-cc.ru/products/kofe-monarch-daynight-dekofeinizirovannyy-rastvorimyy-95g
 224735,"Кофе Carraro Cafe crema в зернах, 1кг",,1 619,MONARCH,https://online.metro-cc.ru/products/1kg-kofe-carraro-caffe-crema-v-zernah
 234392,"Кофе Julius Meinl Президент классическая коллекция в зернах, 250г",409,499,JULIUS MEINL,https://online.metro-cc.ru/products/julius-meinl-president-250g
 230293,"Кофе Julius Meinl Melange Венская коллекция молотый, 220г",,729,MONARCH,https://online.metro-cc.ru/products/kofe-julius-meinl-melange-venskaya-kollektsiya-molotyy-220g
 227973,"Кофе Illy темная обжарка в зернах, 250г",1 090,1 599,FRESCO,https://online.metro-cc.ru/products/v-zernah-illy-temnaya-obzharka-250g
 508640,"aro Кофе растворимый сублимированный, 900г",,1 659,EGOISTE,https://online.metro-cc.ru/products/aro-sublimirovannyj-900g
 119138,"Кофе Egoiste Velvet растворимый, 95г",989,1 099,JARDIN,https://online.metro-cc.ru/products/egoiste-velvet-95g
 119132,"Кофе Жокей классический в зернах, 900г",799,1 329,ЖОКЕЙ,https://online.metro-cc.ru/products/art_624061
 459852,"Кофе Bushido Red Katana молотый, 227г",549,669,ЖОКЕЙ,https://online.metro-cc.ru/products/art_59004
 666415,"Кофе Lavazza Qualita Oro молотый, 250г",,739,JULIUS MEINL,https://online.metro-cc.ru/products/lavazza-naturalnyj-zharenyj-oro-250g-43053
 226347,"Кофе в капсулах Carte Noire Lungo Profond для кофемашин Nespresso 10шт, 52г",,469,CARTE NOIRE,https://online.metro-cc.ru/products/10shth52g-kofe-carte-noire-lungo-profond-v-kapsulah
 119139,"Кофе Julius Meinl Юбилейный в зернах, 250г",449,499,JARDIN,https://online.metro-cc.ru/products/julius-meinl-yubilejnyj-250g
 228244,"Кофе Illy без кофеина в зернах, 250г",,1 390,ЖОКЕЙ,https://online.metro-cc.ru/products/kofe-illy-bez-kofeina-zernovoy-250g
 224712,"Кофе Illy темная обжарка молотый, 250г",1 399,1 499,MONARCH,https://online.metro-cc.ru/products/illy-temnaya-obzharka-250g
 229954,"Кофе Fresco Arabica blend молотый, 250г",,349,NESCAFE,https://online.metro-cc.ru/products/kofe-fresco-arabica-blend-molotyy-250g
 632120,"Кофе Жокей Классический молотый, 450г",,649,ARO,https://online.metro-cc.ru/products/450g-zhokej-klassicheskij-mol
 101497,"Кофе Julius Meinl без кофеина зерновой, 500г",,1 869,JARDIN,https://online.metro-cc.ru/products/kofe-julius-meinl-bez-kofeina-zernovoy-500g
 230025,"aro Кофе растворимый сублимированный, ст/б 80г",,169,ILLY,https://online.metro-cc.ru/products/sublimirovannyj-aro-80g
 209740,"Кофе Черная Карта Gold растворимый, 190г",439,589,BUSHIDO,https://online.metro-cc.ru/products/chernaya-karta-gold-190g
 469367,"Кофе Julius Meinl Prasident молотый, 250г",409,519,JARDIN,https://online.metro-cc.ru/products/julius-meinl-president-classic-collection-250g
 59006,"Кофе Nescafe Classic растворимый порошкообразный с добавлением натурального жареного молотого кофе, 750г",,1 769,EGOISTE,https://online.metro-cc.ru/products/750g-kofe-nescafe-classic-rastvorimyy
 426452,"Кофе Jardin Americano Crema в зернах, 1кг",1 099,1 599,JACOBS,https://online.metro-cc.ru/products/jardin-americano-crema-1000-g
 224709,"Кофе Жокей По-восточному молотый натуральный жареный, 250г",229,279,MONARCH,https://online.metro-cc.ru/products/art_373046
 213623,"Кофе Origo Professional Master эспрессо в зернах, 1кг",,2 029,JULIUS MEINL,https://online.metro-cc.ru/products/1kg-kofe-origo-professional-master-espresso-zerno
 533474,"Кофе Fresco Arabica blend растворимый, 190г",499,529,JARDIN,https://online.metro-cc.ru/products/kofe-fresco-arabica-blend-rastvorimyy-190g
 230300,"Кофе Monarch Лесной орех растворимый, 95г",,389,MONARCH,https://online.metro-cc.ru/products/95g-kofe-monarch-lesnoy-oreh-rastvorimyy-st
 124058,"Кофе в капсулах Lebo Espresso Italiano для кофемашин Nespresso 40шт, 220г",1 099,1 259,NESCAFE,https://online.metro-cc.ru/products/40shth55g-kofe-lebo-espresso-italiano-banka
 459849,"Кофе Lavazza Qualita Rossa молотый, 250г",,559,JARDIN,https://online.metro-cc.ru/products/lavazza-rossa-250g
