id,Название,Цена со скидкой/Полная цена если скидки нет,Цена без скидки/Пусто если скидки нет,Бренд,Ссылка
 228285,"Напиток кофейный MacCoffee Latte карамель порционный (22г x 20шт), 440г",309,,EGOISTE,https://online.metro-cc.ru/products/20shth22g-kofe-maccoffee-latte-karamel-portsionnyy
 221911,"Кофе Illy Brazil arabica selection в зернах, 250г",1 090,1 499,LEBO,https://online.metro-cc.ru/products/illy-arabika-250-g
 561302,"Кофе Jardin Eclair в зернах, 1кг",1 399,,JARDIN,https://online.metro-cc.ru/products/jardin-eclair-1000g
 611603,"Кофе Illy без кофеина молотый, 250г",1 399,,ILLY,https://online.metro-cc.ru/products/kofe-illy-bez-kofeina-molotyy-250g
 426452,"Кофе Jardin Dessert Capuccino в зернах, 1кг",1 399,,JACOBS,https://online.metro-cc.ru/products/jardin-dessert-capuccino-1000g
 226339,"Кофе Fort в зернах, 1кг",699,,LEBO,https://online.metro-cc.ru/products/1kg-kofe-fort-zerno
 463833,"Кофе Illy темная обжарка молотый, 250г",1 379,1 569,AMBASSADOR,https://online.metro-cc.ru/products/illy-temnaya-obzharka-250g
 133724,"Кофе Carte Noire Voyage au Bresil растворимый, 90г",459,509,NESCAFE,https://online.metro-cc.ru/products/90g-kofe-carte-noire-voyage-au-bresil-rastvorimyy-stb
 100813,"Кофе Bushido Light Katana растворимый, 100г",899,,JULIUS MEINL,https://online.metro-cc.ru/products/100g-kofe-bushido-light-katana-rastvorimyy
 214904,"Кофе Жокей крепкий растворимый 3в1 (12г x 50шт), 600г",439,,FRESCO,https://online.metro-cc.ru/products/50shth12g-kofe-zhokey-krepkiy-3v1-rastvorimyy
 104610,"Кофе Черная Карта Gold растворимый, 190г",429,569,JULIUS MEINL,https://online.metro-cc.ru/products/chernaya-karta-gold-190g
 227973,"Кофе Nescafe Classic растворимый, 95г",179,214,FRESCO,https://online.metro-cc.ru/products/nescafe-classic-naturalnyj-st-b-95g
 88215,"Кофе Egoiste Espresso натуральный молотый жареный, 250г",489,,JULIUS MEINL,https://online.metro-cc.ru/products/art_553579
 611605,"Кофе Julius Meinl Юбилейный молотый, 250г",579,,ILLY,https://online.metro-cc.ru/products/yubilejnyj-julius-meinl-250-g
 221904,"Кофе Dallmayr Prodomo молотый, 250г",599,,CARRARO,https://online.metro-cc.ru/products/dallmayr-prodomo-250-g
 226933,"Кофе в капсулах Lebo Cappuccino для кофемашин Dolce Gusto 16шт, 172г",849,,CARRARO,https://online.metro-cc.ru/products/8shth65g8shth15g-kofe-lebo-cappuccino-v-kapsulah
 226335,"Кофе Lebo Extra в зернах, 1кг",1 189,,CARTE NOIRE,https://online.metro-cc.ru/products/1kg-kofe-lebo-extra-v-zernah
 384608,"Кофе Jardin Dessert Сup молотый натуральный жареный, 250г",439,,JULIUS MEINL,https://online.metro-cc.ru/products/jardin-naturalnyj-zharenyj-dessert-sup-250g
 634928,"Кофе Kimbo Extra Cream в зернах, 1кг",1 999,,ЧЕРНАЯ КАРТА,https://online.metro-cc.ru/products/kimbo-extra-cream-v-zernah-1-kg
 119130,"Кофе Monarch Gold растворимый, 190г",1 029,,ЖОКЕЙ,https://online.metro-cc.ru/products/kofe-monarch-gold-rastvorimyy-190g
 221908,"Кофе в капсулах Carraro Decerato для кофемашин Nespresso 10шт, 55г",369,399,LEBO,https://online.metro-cc.ru/products/10shtx55g-kofe-carraro-v-alyum-kapsulah-decerato
 226343,"Кофе в капсулах Carraro Intenso для кофемашин Nespresso 10шт, 55г",369,399,LEBO,https://online.metro-cc.ru/products/10shtx55g-kofe-carraro-v-alyum-kapsulah-intenso
 459852,"Кофе в капсулах Julius Meinl Lungo Forte Bio для кофемашин Nespresso 10шт, 56г",619,,ЖОКЕЙ,https://online.metro-cc.ru/products/10h56g-kofe-julius-meinl-lungo-forte-v-biorazl-kaps
 629006,"Напиток кофейный Carte Noire Cappuccino растворимый 20 пакетиков, 300г",689,,KIMBO,https://online.metro-cc.ru/products/20shth15g-nap-kofeynyy-carte-noire-cappuccino-rastv-ports
 226347,"Кофе Monarch Crema растворимый, 95г",599,,CARTE NOIRE,https://online.metro-cc.ru/products/kofe-monarch-crema-rastvorimyy-95g
 615407,"Кофе Kimbo Caffe crema classico light в зернах, 1кг",2 049,,JARDIN,https://online.metro-cc.ru/products/kimbo-dolche-krem-1kg
 221910,"Кофе Julius Meinl без кофеина зерновой, 500г",1 449,1 869,LEBO,https://online.metro-cc.ru/products/kofe-julius-meinl-bez-kofeina-zernovoy-500g
 553579,"Кофе Nescafe Classic Crema растворимый, 190г",509,,EGOISTE,https://online.metro-cc.ru/products/190g-kofe-nescafe-classic-crema-rastvorimyy-st-banka
 218718,"Кофе Kimbo Espresso в зернах, 1кг",1 979,,POETTI,https://online.metro-cc.ru/products/kimbo-espresso-v-zernah-1-kg
 373045,"Кофе Nescafe Classic растворимый порошкообразный с добавлением натурального жареного молотого кофе, 750г",1 799,,ЖОКЕЙ,https://online.metro-cc.ru/products/750g-kofe-nescafe-classic-rastvorimyy
 654817,"Кофе Jardin Colombia Medelin растворимый сублимированный, 150г",499,,JULIUS MEINL,https://online.metro-cc.ru/products/jardin-sublimirovannyj-colombia-medelin-150g
 132215,"Кофе Fresco Arabica blend молотый, 250г",499,,JACOBS,https://online.metro-cc.ru/products/kofe-fresco-arabica-blend-molotyy-250g
 221903,"Кофе Poetti Leggenda Espresso в зернах, 1кг",2 189,,CARRARO,https://online.metro-cc.ru/products/1kg-kofe-poetti-leggenda-espresso-v-zernah
 508637,"Кофе Жокей Империал натуральный растворимый сублимированный, 150г",269,349,BUSHIDO,https://online.metro-cc.ru/products/zhokej-imperial-150g
 658721,"Кофе Verle Decaf в дрип-пакетах 6шт, 66г",449,,KIMBO,https://online.metro-cc.ru/products/6shth11g-kofe-verle-decaf-v-drip-paketah
 637203,"Кофе в капсулах Carraro Dolci arabica для кофемашин Nespresso 10шт, 55г",369,399,L'OR,https://online.metro-cc.ru/products/10shtx55g-kofe-carraro-v-alyum-kapsulah-dolci-arabica
 201564,"Кофе Жокей По-восточному молотый натуральный жареный, 250г",299,,JACOBS,https://online.metro-cc.ru/products/art_373046
 226521,"Кофе Verle Central America в дрип-пакетах 6шт, 66г",419,,MACCOFFEE,https://online.metro-cc.ru/products/6shth11g-kofe-verle-central-america-v-drip-paketah
 44503,"Кофе Egoiste Private растворимый, 100г",849,999,DALLMAYR,https://online.metro-cc.ru/products/100g-kofe-egoiste-private-rastvorimyy
 229159,"Кофе в капсулах Jacobs Espresso №10 Intenso для кофемашин Nespresso 10шт, 52г",279,329,TCHIBO,https://online.metro-cc.ru/products/jacobs-espresso-10-intenso-10sht
 228244,"Кофе Origo Professional Star эспрессо в зернах, 1кг",2 169,,ЖОКЕЙ,https://online.metro-cc.ru/products/1kg-kofe-origo-professional-star-espresso-zerno
 636529,"Кофе Jardin Colombia Medellin растворимый, 240г",829,,EGOISTE,https://online.metro-cc.ru/products/240g-kofe-jardin-colombia-medellin-rastvorimyy
 234393,"Кофе Lebo Classic в зернах, 250г",339,469,JULIUS MEINL,https://online.metro-cc.ru/products/250g-kofe-lebo-classic-v-zernah
 598958,"Кофе Carraro Cafe crema в зернах, 1кг",1 619,,BUSHIDO,https://online.metro-cc.ru/products/1kg-kofe-carraro-caffe-crema-v-zernah
 218711,"Кофе Illy без кофеина в зернах, 250г",1 390,,POETTI,https://online.metro-cc.ru/products/kofe-illy-bez-kofeina-zernovoy-250g
 530965,"Кофе Jacobs Monarch в зернах, 230г",319,329,RIOBA,https://online.metro-cc.ru/products/230g-kofe-jacobs-monarch-zerno
 224735,"Кофе Жокей Caffe Italiano молотый, 250г",349,,MONARCH,https://online.metro-cc.ru/products/art_50642
 226333,"Кофе Жокей классический в зернах, 900г",1 389,,CARTE NOIRE,https://online.metro-cc.ru/products/art_624061
 224734,"Кофе Poetti Daily Mokka в зернах, 1кг",1 599,,MONARCH,https://online.metro-cc.ru/products/1kg-kofe-poetti-daily-mokka-v-zernah
 232413,"Кофе Lebo Gold в зернах, 1кг",1 549,1 789,ЖОКЕЙ,https://online.metro-cc.ru/products/1kg-kofe-lebo-gold-v-zernah
 632120,"Кофе Жокей Фаворит растворимый, 95г",249,,ARO,https://online.metro-cc.ru/products/95g-kofe-zhokey-favorit-rastvorimyy-stb
 228241,"Напиток кофейный MacCoffee Strong 3в1 порционный (16г x 100шт), 1.6кг",1 429,,ЖОКЕЙ,https://online.metro-cc.ru/products/5shth16g-kofe-maccoffee-3v1-strong-portsionnyy
 218855,"Кофе Egoiste Espresso в зернах, 250г",489,589,CARTE NOIRE,https://online.metro-cc.ru/products/egoiste-espresso-250g
 119134,"aro Кофе растворимый сублимированный, ст/б 80г",159,169,JARDIN,https://online.metro-cc.ru/products/sublimirovannyj-aro-80g
 533474,"Кофе Bushido Specialty молотый, 227г",749,,JARDIN,https://online.metro-cc.ru/products/art_75973
 230296,"Кофе Jardin Espresso di Milano натуральный молотый жареный, 250г",459,,MONARCH,https://online.metro-cc.ru/products/jardin-naturalnyj-zharenyj-espresso-di-milano-250g
 227302,"Кофе Illy Guatemala arabica selection в зернах, 250г",1 090,1 499,ЧЕРНАЯ КАРТА,https://online.metro-cc.ru/products/v-zernah-illy-guatemala-zh-b-250-g
 637204,"Кофе в капсулах Julius Meinl Lungo Classico Bio для кофемашин Nespresso 10шт, 56г",619,,L'OR,https://online.metro-cc.ru/products/julius-meinl-lungo-classico-10-56g
 229162,"Напиток кофейный Carte Noire Vanilla latte растворимый 20 пакетиков, 320г",689,,TCHIBO,https://online.metro-cc.ru/products/20shth16g-nap-kofeynyy-carte-noire-vanilla-latte-rastv-ports
 373043,"Кофе Italco Espresso Italiano в зернах, 1кг",1 499,,JARDIN,https://online.metro-cc.ru/products/1kg-kofe-italco-espresso-italiano-v-zernah
 118531,"Кофе Illy средней обжарки молотый, 250г",1 379,1 569,JACOBS,https://online.metro-cc.ru/products/illy-srednej-obzharki-250g
 119137,"Кофе Carte Noire Elegant растворимый, 95г",459,509,JARDIN,https://online.metro-cc.ru/products/95g-kofe-carte-noire-elegant-rastvorimyy-stb
 122025,"Кофе Jardin Oro в зернах, 1кг",2 239,,JACOBS,https://online.metro-cc.ru/products/1kg-kofe-jardin-original-oro-zernovoy
 218716,"Кофе Черная Карта в зернах, 250г",219,299,POETTI,https://online.metro-cc.ru/products/250g-kofe-chernaya-karta-zerno
 79862,"Кофе Lebo Classic молотый для турки, 100г",119,139,TASSIMO,https://online.metro-cc.ru/products/100g-lebo-classic-dlya-turki
 234805,"Кофе Jacobs Monarch растворимый сублимированный, 75г",262,,ЖОКЕЙ,https://online.metro-cc.ru/products/jacobs-monarch-sublimirovannyj-75g
 224739,"Кофе Monarch Intense растворимый, 95г",439,,MONARCH,https://online.metro-cc.ru/products/95g-kofe-monarch-intense-rastvorimyy-st
 122743,"Кофе Lebo Classic в зернах, 1кг",1 249,1 429,NESCAFE,https://online.metro-cc.ru/products/1kg-kofe-lebo-classic-v-zernah
 637202,"Кофе Monarch Original растворимый, 95г",439,,L'OR,https://online.metro-cc.ru/products/95g-kofe-monarch-original-rastvorimyy-st
 666415,"RIOBA Кофе в капсулах Decaffeinato без кофеина для кофемашин Nespresso 11шт, 55г",299,,JULIUS MEINL,https://online.metro-cc.ru/products/rioba-dlya-kofemashin-decaffein-11x5g
 230298,"Кофе в капсулах Lebo Espresso Milky для кофемашин Nespresso 40шт, 220г",1 190,,MONARCH,https://online.metro-cc.ru/products/40shth55g-kofe-lebo-espresso-milky-banka
 133441,"Кофе Dallmayr Classic молотый, 250г",499,,RIOBA,https://online.metro-cc.ru/products/dallmayr-classic-250-g
 224736,"Кофе Jardin Guatemala Atitlan растворимый, 150г",499,,MONARCH,https://online.metro-cc.ru/products/jardin-guatemala-atitlan-150g
 104611,"Кофе Lebo Принц Лебо молотый для турки, 100г",129,,JULIUS MEINL,https://online.metro-cc.ru/products/100g-kofe-lebo-prints-lebo-molotyy-dturki
 599055,"Кофе Nescafe Classic растворимый, 190г",289,297,ЖОКЕЙ,https://online.metro-cc.ru/products/nescafe-classic-paket-190g
 70210,"Кофе Bushido Red Katana в зернах, 227г",579,,NESCAFE,https://online.metro-cc.ru/products/art_59005
 107073,"Кофе в капсулах Verle Classic Mousse для кофемашин Nespresso 10шт, 55г",369,,CARRARO,https://online.metro-cc.ru/products/kofe-verle-classic-mousse-v-kapsulah-55g-x-10sht-55g
 228230,"Кофе Dallmayr Prodomo жареный в зернах, 500г",1 149,,JARDIN,https://online.metro-cc.ru/products/dallmayr-v-zernah-naturalnyj-zharenyj-prodomo-500g
 218712,"Кофе в капсулах L’or Espresso Lungo Profondo для кофемашин Nespresso 10шт, 52г",529,,POETTI,https://online.metro-cc.ru/products/l-rsquoor-lungo-profondo-52-g
 201556,"Напиток кофейный MacCoffee 3в1 со сгущенным молоком порционный (20г x 10шт), 200г",141,,CARTE NOIRE,https://online.metro-cc.ru/products/10shth20g-kofe-maccoffee-3v1-sguschennoe-moloko-portsionnyy
 208701,"Кофе Жокей классический молотый натуральный жареный, 250г",349,,LAVAZZA,https://online.metro-cc.ru/products/zhokej-naturalnyj-zharenyj-klassicheskij-250g
 229954,"Кофе Monarch Velour растворимый, 95г",489,,NESCAFE,https://online.metro-cc.ru/products/kofe-monarch-velour-rastvorimyy-95g
 401114,"Напиток кофейный MacCoffee Capuccino Dolce Vita порционный (24г x 20шт), 480г",309,,TASSIMO,https://online.metro-cc.ru/products/20shth24g-kofe-maccoffee-cappuccino-dolce-vita-portsionnyy
 44940,"Кофе Jardin Americano Crema натуральный жареный молотый, 250г",459,,DALLMAYR,https://online.metro-cc.ru/products/jardin-almericano-crema-naturalnyj-zharenyj-250g
 147698,"Кофе Julius Meinl Король Хадрамаут в зернах, 250г",899,969,ARO,https://online.metro-cc.ru/products/julius-meinl-korol-hadramut-250g
 133789,"Кофе Jardin Gold растворимый, 190г",759,,JACOBS,https://online.metro-cc.ru/products/190g-kofe-jardin-gold-rastvorimyy-stb
 426450,"Кофе Egoiste Velvet растворимый, 95г",899,1 129,CARTE NOIRE,https://online.metro-cc.ru/products/egoiste-velvet-95g
 218856,"Кофе Bushido Kodo растворимый, 95г",899,,CARTE NOIRE,https://online.metro-cc.ru/products/bushido-v-kristallah-kodo-95g
 388183,"Кофе Jacobs Millicano молотый в растворимом, 90г",469,,DALLMAYR,https://online.metro-cc.ru/products/90g-jacobs-millicano-molotyj
 624061,"Кофе Fresco Arabica Blend в зернах, 200г",214,,ЖОКЕЙ,https://online.metro-cc.ru/products/200g-kofe-fresco-arabica-blend-zerno
 226348,"Кофе Jardin Guatemala Atitlan растворимый, 190г",849,,CARTE NOIRE,https://online.metro-cc.ru/products/190g-kofe-jardin-guatemala-atitlan-rastvorimyy-stb
 209743,"Кофе Monarch Milligrano растворимый с добавлением молотого, 120г",559,,EGOISTE,https://online.metro-cc.ru/products/120g-kofe-monarch-miligrano-rastv-c-dob-molotogo
 234392,"Кофе Жокей триумф растворимый (2г x 100шт), 200г",709,,JULIUS MEINL,https://online.metro-cc.ru/products/100shth2g-kofe-zhokey-triumf-rastvorimyy
 125675,"Кофе в капсулах Carte Noire Colombia Origin для кофемашин Nespresso 10шт, 52г",689,,LEBO CLASSIC,https://online.metro-cc.ru/products/10shth52g-kofe-carte-noire-colombia-origin-v-kapsulah
 218720,"Кофе в капсулах Carte Noire Riche Espresso для кофемашин Nespresso 10шт, 52г",689,,POETTI,https://online.metro-cc.ru/products/10shth52g-kofe-carte-noire-riche-espresso-v-kapsulah
 495117,"Кофе Bushido Specialty в зернах, 227г",709,,NESCAFE,https://online.metro-cc.ru/products/bushido-specialty-227g-75962
 228231,"Кофе в капсулах Carte Noire Lungo Profond для кофемашин Nespresso 10шт, 52г",689,,PIAZZA DEL CAFFE,https://online.metro-cc.ru/products/10shth52g-kofe-carte-noire-lungo-profond-v-kapsulah
 218710,"Кофе в капсулах Carraro Ristretto для кофемашин Nespresso 10шт, 55г",369,399,POETTI,https://online.metro-cc.ru/products/10shtx55g-kofe-carraro-v-alyum-kapsulah-ristretto
 420359,"Кофе Jardin Columbia Supremo молотый, 250г",479,,ЖОКЕЙ,https://online.metro-cc.ru/products/250g-jardin-kolumbiya-supremo-mol
 232415,"Кофе Lebo Classic Original жареный в зернах, 100г",119,154,ЖОКЕЙ,https://online.metro-cc.ru/products/100g-kofe-lebo-original-zharenyy-v-zernah
 217498,"Кофе Жокей Gold растворимый, 95г",279,,ЧЕРНАЯ КАРТА,https://online.metro-cc.ru/products/95g-kofe-zhokey-gold-rastvorimyy-stb
 50642,"Кофе Jacobs Day&Night сублимированный без кофеина, 95г",519,,ЖОКЕЙ,https://online.metro-cc.ru/products/kofe-jacobs-dayampnight-sublimirovannyy-bez-kofeina-95g
 482361,"Кофе Tchibo Gold selection растворимый, 150г",529,,AMBASSADOR,https://online.metro-cc.ru/products/150g-kofe-tchibo-gold-selection-rastvorimyy
 76036,"Кофе Tchibo Gold selection растворимый, 95г",399,,JACOBS,https://online.metro-cc.ru/products/95g-kofe-tchibo-gold-selection-rastvorimyy-stb
 459854,"Кофе Carte Noire Original растворимый сублимированный, 75г",690,,JARDIN,https://online.metro-cc.ru/products/art_426443
 228811,"Кофе Jardin Gold растворимый, 240г",859,,FORT,https://online.metro-cc.ru/products/240g-kofe-jardin-gold-rastvorimyy
 209740,"Кофе Жокей По-восточному молотый, 450г",679,,BUSHIDO,https://online.metro-cc.ru/products/450g-zhokej-po-vostochnomu-mol
 228243,"Кофе Жокей Классический молотый, 450г",679,,ЖОКЕЙ,https://online.metro-cc.ru/products/450g-zhokej-klassicheskij-mol
 226350,"Кофе Jacobs Hazelnut с ароматом лесного ореха растворимый, 95г",509,,JACOBS,https://online.metro-cc.ru/products/95g-jacobs-s-aromatom-oreha
 133790,"Кофе Fresco Arabica solo молотый для чашек и турок, 250г",489,,JACOBS,https://online.metro-cc.ru/products/kofe-fresco-arabica-solo-molotyy-dlya-chashek-i-turok-250g
 218854,"Кофе Carte Noire растворимый (1.8г х 26шт), 47г",629,,JACOBS,https://online.metro-cc.ru/products/rastvorimyj-carte-noire-v-paketikah-18g-26
 426443,"Кофе в капсулах Julius Meinl Espresso Crema Bio для кофемашин Nespresso 10шт, 56г",619,,CARTE NOIRE,https://online.metro-cc.ru/products/julius-meinl-espresso-krema-10sht
 59005,"Кофе Jacobs Barista Editions Crema молотый, 230г",629,,BUSHIDO,https://online.metro-cc.ru/products/230g-kofe-jacobs-barista-editions-crema-molotyy
 215059,"Кофе Nescafe Classic растворимый, 190г",509,,JACOBS,https://online.metro-cc.ru/products/190g-kofe-nescafe-classic-rastvorimyy-stekl-banka
 229730,"Кофе Жокей Триумф растворимый, 75г",199,,MONARCH,https://online.metro-cc.ru/products/75g-kofe-zhokey-triumf-rastvorimyy
 228237,"Кофе в капсулах Lebo Latte macchiato для кофемашин Dolce Gusto 16шт, 172г",849,,JARDIN,https://online.metro-cc.ru/products/8shth65g8shth15g-kofe-lebo-latte-macchiato-v-kapsulah
 228240,"Кофе Fresco Arabica blend растворимый, 190г",709,,ЖОКЕЙ,https://online.metro-cc.ru/products/kofe-fresco-arabica-blend-rastvorimyy-190g
 226340,"Кофе Черная Карта молотый для турки, 250г",291,,LEBO,https://online.metro-cc.ru/products/250-kofe-chernaya-karta-molotyy-dlya-turki
 226934,"Кофе в капсулах Jacobs Lungo 8 Intenso для кофемашин Nespresso 10шт, 52г",419,,ITALCO,https://online.metro-cc.ru/products/10shth52g-kofe-jacobs-lungo-8-intenso-v-kapsulah
 544095,"Кофе Poetti Leggenda Original в зернах, 250г",539,,ЖОКЕЙ,https://online.metro-cc.ru/products/250g-kofe-poetti-leggenda-original-v-zernah
 232419,"Кофе в капсулах L’or Espresso Splendente для кофемашин Nespresso 10шт, 52г",529,,JARDIN,https://online.metro-cc.ru/products/lor-espresso-52-g
 95644,"Кофе в капсулах L’or Espresso Forza для кофемашин Nespresso 10шт, 52г",529,,JACOBS,https://online.metro-cc.ru/products/l-rsquoor-espr-forza-52-g
 62187,"Кофе Jacobs Gold растворимый сублимированный, 95г",499,,JULIUS MEINL,https://online.metro-cc.ru/products/jacobs-sublimirovannyj-gold-95g
 228234,"Кофе Monarch Brazilian Selection молотый, 230г",499,,JARDIN,https://online.metro-cc.ru/products/230g-kofe-monarch-brazilian-selection-molotyy
 218714,"Кофе Monarch Original жареный молотый, 230г",509,,POETTI,https://online.metro-cc.ru/products/230g-kofe-monarch-original-zharenyy-molotyy
 57058,"Кофе Carte Noire Original молотый, 230г",449,529,MACCOFFEE,https://online.metro-cc.ru/products/230g-kofe-carte-noire-original-molotyy
 395462,"Кофе Жокей классический 3в1 растворимый (12г x 50шт), 600г",429,499,JULIUS MEINL,https://online.metro-cc.ru/products/kofe-zhokey-klassicheskiy-3v1-rastvorimyy-12g-x-50sht-600g
 44435,"Кофе Verle Africa в дрип-пакетах 6шт, 66г",429,,DALLMAYR,https://online.metro-cc.ru/products/6shth11g-kofe-verle-africa-v-drip-paketah
 226505,"Кофе MacCoffee Arabica растворимый, 100г",259,,MACCOFFEE,https://online.metro-cc.ru/products/100g-kofe-maccoffee-arabica-rastvorimyy-stb
 224709,"Кофе Jardin Gold растворимый, 95г",329,,MONARCH,https://online.metro-cc.ru/products/95g-kofe-jardin-gold-rastvorimyy-stb
 530964,"Кофе Ambassador Platinum растворимый, 150г",399,429,RIOBA,https://online.metro-cc.ru/products/ambassador-platinum-150g
 213623,"Кофе Tchibo Gold selection молотый, 250г",379,,JULIUS MEINL,https://online.metro-cc.ru/products/250g-kofe-tchibo-gold-selection-molotyy
 226338,"Кофе Черная Карта Brasilia Exclusive растворимый сублимированный, 95г",369,,CARTE NOIRE,https://online.metro-cc.ru/products/chernaya-karta-sublimirovannyj-brasilia-exclusive-95g
 373046,"Кофе Jardin Original Oro молотый, 250г",579,,ЖОКЕЙ,https://online.metro-cc.ru/products/250g-kofe-jardin-original-oro-molotyy
 581766,"Кофе MacCoffee Gold растворимый, 100г",247,,CARTE NOIRE,https://online.metro-cc.ru/products/100g-kofe-maccoffee-gold-rastvorimyy-stb
 215682,"Кофе Jardin Колумбия Меделлин растворимый, 75г",249,,JARDIN,https://online.metro-cc.ru/products/75g-kofe-jardin-kolumbiya-medellin-rastvorimyy
 469154,"Кофе Жокей Импер растворимый, 95г",239,,ЧЕРНАЯ КАРТА,https://online.metro-cc.ru/products/art_599055
 226336,"Кофе Жокей Imperial растворимый, 75г",199,,JACOBS,https://online.metro-cc.ru/products/75g-kofe-zhokey-imper-rastvorimyy
 100815,"Кофе Жокей Триумф растворимый сублимированный, 95г",279,,JULIUS MEINL,https://online.metro-cc.ru/products/zhokej-triumf-95g
 226524,"Кофе Alta Roma Caffe Latte молотый, 250г",289,,MACCOFFEE,https://online.metro-cc.ru/products/kofe-alta-roma-caffe-latte-molotiy-250g
 599071,"Кофе Jardin Гватемала Атитлан растворимый, 75г",229,,JARDIN,https://online.metro-cc.ru/products/75g-kofe-jardin-gvatemala-atitlan-rastvorimyy
 228238,"Кофе Jardin Эспрессо ди Милано в зернах, 1кг",1 399,1 479,JARDIN,https://online.metro-cc.ru/products/jardin-v-zernah-naturalnyj-zharenyj-espresso-di-milano-1kg
 598758,"Кофе Poetti Leggenda Original в зернах, 1кг",2 189,,JACOBS,https://online.metro-cc.ru/products/1kg-kofe-poetti-leggenda-original-v-zernah
 119131,"Кофе Egoiste Voyage в зернах, 1кг",2 649,,ЖОКЕЙ,https://online.metro-cc.ru/products/1kg-kofe-egoiste-voyage-v-zernah
 75973,"Кофе Carte Noire Intense Absolu в зернах, 800г",2 199,,BUSHIDO,https://online.metro-cc.ru/products/800g-kofe-carte-noire-intense-absolu-zernovoy
 227974,"Кофе Nescafe Gold растворимый сублимированный, 500г",1 829,,FRESCO,https://online.metro-cc.ru/products/nescafe-sublimirovannyj-gold-500g
 218638,"Кофе в капсулах L’or Espresso Ristretto для кофемашин Nespresso 10шт, 52г",529,,NESCAFE,https://online.metro-cc.ru/products/l-rsquoor-ristretto-52-g
 226522,"Кофе Illy темная обжарка в зернах, 250г",1 090,1 499,MACCOFFEE,https://online.metro-cc.ru/products/v-zernah-illy-temnaya-obzharka-250g
 226346,"Кофе Poetti Leggenda Oro в зернах, 1кг",2 089,,LEBO,https://online.metro-cc.ru/products/1kg-kofe-poetti-leggenda-oro-v-zernah
 633254,"Кофе Nescafe Gold растворимый сублимированный с добавлением натурального жареного молотого кофе, 900г",2 849,,JARDIN,https://online.metro-cc.ru/products/kofe-nescafe-gold-rastvorimiy-sublimirovanniy-s-dobavleniem-naturalnogo-zharenogo-molotogo-kofe-900g
 75962,"Кофе Monarch Brazilian Selection растворимый, 180г",1 029,,BUSHIDO,https://online.metro-cc.ru/products/kofe-monarch-brazilian-selection-rastvorimyy-180g
 230306,"Кофе Kimbo Integrity Bio в зернах, 1кг",2 349,,MONARCH,https://online.metro-cc.ru/products/kimbo-integrity-bio-1-kg
 228291,"Кофе Monarch Milligrano растворимый с молотым, 200г",449,509,EGOISTE,https://online.metro-cc.ru/products/kofe-monarch-milligrano-rastvorimyy-s-molotym-200g
 604157,"Кофе Julius Meinl Президент классическая коллекция в зернах, 250г",409,499,NESCAFE,https://online.metro-cc.ru/products/julius-meinl-president-250g
 636530,"Кофе Nescafe Gold Barista растворимый, 85г",279,329,EGOISTE,https://online.metro-cc.ru/products/nescafe-gold-v-rastvorimom-barista-85g
 637205,"Напиток кофейный MacCoffee The Original coffee mix 3 в 1 растворимый 100 пакетиков, 2кг",1 639,,L'OR,https://online.metro-cc.ru/products/maccoffee-napitok-kofejnyj-porcionnyj-the-original-coffee-mix-3v1-100-20g
 227971,"Напиток кофейный Jacobs 3в1 Крепкий 50 пакетиков, 675г",589,779,FRESCO,https://online.metro-cc.ru/products/napitok-kofeynyy-jacobs-3v1-krepkiy-50x135g
 120797,"Кофе Alta Roma Caffe Latte в зернах, 1кг",919,1 359,JACOBS,https://online.metro-cc.ru/products/kofe-alta-roma-caffe-latte-v-zernakh-1kg
 206308,"Кофе в капсулах Absolut Drive Americano Original для кофемашин Dolce Gusto 16шт, 128г",359,429,ORIGO,https://online.metro-cc.ru/products/16shth8g-kofe-absolut-amerikano-kapsuly-dg
 226334,"Кофе Jacobs Monarch Классический в зернах, 800г",989,1 159,CARTE NOIRE,https://online.metro-cc.ru/products/jacobs-monarch-klassicheskij-v-zernah-800-g
 70176,"Кофе Carte Noire Original растворимый сублимированный, 150г",1 190,,NESCAFE,https://online.metro-cc.ru/products/carte-noire-sublimirovannyj-original-150g
 215436,"RIOBA Кофе в капсулах Dolce Gusto Latte Macciato 8 порций 16 капсул, 192г",419,,LEBO CLASSIC,https://online.metro-cc.ru/products/192g-kofe-v-kaps-rioba-dolce-gusto-latte-macc
 298849,"Кофе Poetti Daily Mokka молотый, 250г",349,,DALLMAYR,https://online.metro-cc.ru/products/250g-kofe-poetti-daily-mokka-molotyy
 228441,"Кофе Monarch Original растворимый, 130г",399,,VERLE,https://online.metro-cc.ru/products/kofe-monarch-original-rastvorimyy-130g
 223096,"Кофе Nescafe Classic растворимый, 500г",1 059,,ABSOLUT,https://online.metro-cc.ru/products/nescafe-classic-paket-500g
 228239,"Кофе Kimbo Superior Blend натуральный жареный в зернах, 1кг",2 109,,JARDIN,https://online.metro-cc.ru/products/kimbo-v-zernah-naturalnyj-zharenyj-superior-blend-1kg
 226341,"Кофе Poetti Leggenda Ruby в зернах, 1кг",2 189,,LEBO,https://online.metro-cc.ru/products/1kg-kofe-poetti-leggenda-ruby-v-zernah
 581769,"Кофе Origo Professional Master эспрессо в зернах, 1кг",2 029,,JACOBS,https://online.metro-cc.ru/products/1kg-kofe-origo-professional-master-espresso-zerno
