id,Название,Цена со скидкой,Цена без скидки,Бренд,Ссылка
 287768,Кофе Carte Noire Original в зернах 800 г,2 199,,RIOBA,https://online.metro-cc.ru/products/carte-noire-v-zernah-naturalnyj-zharenyj-800g
 219222,"Кофе Nescafe Gold Barista растворимый сублимированный с добавлением натурального молотого кофе, 400г",999,1 699,COFERIUM,https://online.metro-cc.ru/products/art_619918
 635596,"Кофе Jacobs Monarch растворимый (1.8г х 26шт), 47г",499,,JARDIN,https://online.metro-cc.ru/products/jacobs-monarch-26x18g
 220013,"Кофе Nescafe Gold растворимый сублимированный с добавлением натурального жареного молотого кофе, 750г",1 379,2 279,JULIUS MEINL,https://online.metro-cc.ru/products/nescafe-s-dobavleniem-naturalnogo-zharenogo-molotogo-gold-750g
 77948,"Кофе Julius Meinl Espresso Gran Aroma в зернах, 1кг",1 949,,JULIUS MEINL,https://online.metro-cc.ru/products/1kg-kofe-julius-meinl-espresso-gran-aroma-zerno
 104561,"Кофе Coferium Strong в зернах, 1кг",1 199,,FRESCO,https://online.metro-cc.ru/products/1kg-kofe-coferium-strong-v-zernah
 433965,"Кофе Coferium Gold selection в зернах, 1кг",1 599,,NESCAFE,https://online.metro-cc.ru/products/1kg-kofe-coferium-gold-selection-v-zernah
 226399,"Кофе Coferium White roast в зернах, 1кг",1 599,,МОСКОВСКАЯ КОФЕЙНЯ НА ПАЯХЪ,https://online.metro-cc.ru/products/1kg-kofe-coferium-white-roast-v-zernah
 469362,"Кофе Julius Meinl Cafe Crema Gourmet в зернах, 1кг",1 949,,JARDIN,https://online.metro-cc.ru/products/1kg-kofe-julius-meinl-cafe-crema-gourmet-zerno
 530966,"Кофе Julius Meinl Espresso Deluxe в зернах, 1кг",2 499,,RIOBA,https://online.metro-cc.ru/products/1kg-kofe-julius-meinl-espresso-deluxe-zerno
 220012,"Кофе Bushido Original растворимый, 100г",659,679,JULIUS MEINL,https://online.metro-cc.ru/products/bushido-sublimirovannyj-original-100g
 219223,"Кофе Ambassador Nero Espresso Roast в зернах, 1кг",739,789,COFERIUM,https://online.metro-cc.ru/products/ambassador-v-zernah-naturalnyj-zharenyj-nero-1kg
 580564,"Кофе Bushido Red Katana в зернах, 1кг",1 699,2 139,EGOISTE,https://online.metro-cc.ru/products/bushido-red-1000g
 224737,"Кофе Fresco Blend в зернах, 1кг",1 090,1 269,MONARCH,https://online.metro-cc.ru/products/fresco-blend-1000g
 36574,"RIOBA Кофе в зернах натуральный жареный 100% арабика Espresso, 1кг",1 679,,BUSHIDO,https://online.metro-cc.ru/products/rioba-v-zernah-naturalnyj-zharenyj-100-arabika-espresso-1kg
 125676,"Кофе Monarch Original растворимый, 500г",1 049,1 549,LEBO CLASSIC,https://online.metro-cc.ru/products/kofe-monarch-original-rastvorimyy-500g
 230303,"Кофе Egoiste трюфель крема в зернах, 1кг",1 549,1 639,MONARCH,https://online.metro-cc.ru/products/kofe-v-zernah-egoiste-tryufel-krema-1kg
 508640,"Кофе Ambassador Platinum в зернах, 1кг",1 119,1 489,EGOISTE,https://online.metro-cc.ru/products/ambassador-naturalnyj-zharenyj-platinum-1kg
 110546,"Кофе Fresco Arabica Solo в зернах, 1кг",1 090,1 269,BUSHIDO,https://online.metro-cc.ru/products/fresco-arabica-solo-v-zernah-1000-g
 654819,"Кофе Nescafe Classic Crema растворимый, 95г",179,214,JULIUS MEINL,https://online.metro-cc.ru/products/nescafe-classic-crema-95-g
 99542,"Кофе Egoiste Arabica Premium натуральный жареный в зернах, 1кг",2 029,,NESCAFE,https://online.metro-cc.ru/products/egoiste-v-zernah-naturalnyj-zharenyj-arabica-premium-1kg
 44438,"Кофе Julius Meinl Сaffe Crema Premium Collection в зернах, 1кг",1 999,,ORIGO,https://online.metro-cc.ru/products/julius-meinl-krema-premium-1kg
 456926,"RIOBA Кофе в зернах натуральный жареный Silver, 1кг",1 329,,DALLMAYR,https://online.metro-cc.ru/products/rioba-v-zernah-naturalnyj-zharenyj-silver-1kg
 469363,"Кофе Alta Roma Espresso в зернах, 1кг",999,1 079,JARDIN,https://online.metro-cc.ru/products/kofe-alta-roma-espresso-v-zernakh-1kg
 32459,"Кофе Lavazza Crema e Aroma натуральный жареный в зернах, 1кг",2 519,,LAVAZZA,https://online.metro-cc.ru/products/lavazza-v-zernah-naturalnyj-zharenyj-crema-e-aroma-1kg
 619918,"Кофе Lavazza Qualita Oro натуральный жареный в зернах, 1кг",2 539,,NESCAFE,https://online.metro-cc.ru/products/v-zernah-lavazza-naturalnyj-zharenyj-qualita-oro-1kg
 75654,"Кофе Nescafe Classic растворимый порошкообразный с добавлением натурального жареного молотого кофе, 900г",999,1 859,CARTE NOIRE,https://online.metro-cc.ru/products/900g-nescafe-classic
 407889,"Кофе Julius Meinl Espresso Premium Collection в зернах, 1кг",2 179,,BUSHIDO,https://online.metro-cc.ru/products/v-zernah-julius-meinl-espresso-premium-kollekciya-1000g
 665877,"Кофе Lavazza Qualita Oro молотый, 250г",619,,AMBASSADOR,https://online.metro-cc.ru/products/lavazza-naturalnyj-zharenyj-oro-250g
 228778,"Кофе Ambassador Gold Label в зернах, 1кг",1 290,1 649,FRESCO,https://online.metro-cc.ru/products/ambassador-gold-label-v-zernah-1000g
 119137,"Кофе Jardin Bravo Бразилия в зернах, 1кг",1 339,2 349,JARDIN,https://online.metro-cc.ru/products/jardin-bravo-braziliya-1kg
 546341,"Кофе Fresco Horeca arabica в зернах, 1кг",1 099,1 749,AMBASSADOR,https://online.metro-cc.ru/products/1kg-kofe-fresco-horeca-arabica-zerno
 287770,"Кофе Nescafe Gold Aroma Intenso растворимый, 85г",239,249,RIOBA,https://online.metro-cc.ru/products/kofe-nescafe-gold-aroma-intens-rastvorimyj-poroshkoobraznyj-85-g
 208702,"Кофе Bushido Black Katana в зернах, 1кг",1 899,2 699,LAVAZZA,https://online.metro-cc.ru/products/kofe-zernovoj-bushido-black-katana-1000g
 365548,"RIOBA Кофе в зернах натуральный жареный 80:20, 1кг",1 529,,ALTA ROMA,https://online.metro-cc.ru/products/rioba-v-zernah-naturalnyj-zharenyj-gold-1kg
 123742,"Кофе Lavazza Crema e Gusto Classico молотый, 250г",439,,NESCAFE,https://online.metro-cc.ru/products/lavazza-naturalnyj-zharenyj-crema-e-gusto-250g
 226397,"RIOBA Кофе в капсулах Cremoso для кофемашин Nespresso 11шт, 55г",299,,МОСКОВСКАЯ КОФЕЙНЯ НА ПАЯХЪ,https://online.metro-cc.ru/products/rioba-dlya-kofemashin-cremoso-11x5g
 59409,"Кофе Nescafe Gold растворимый, 190г",429,449,FRESCO,https://online.metro-cc.ru/products/nescafe-gold-190g
 642122,"Кофе Alta Roma Intenso в зернах, 1кг",1 249,1 399,NESCAFE,https://online.metro-cc.ru/products/kofe-alta-roma-intenso-v-zernakh-1kg
 62828,"Кофе Egoiste Double Espresso, 100г",399,669,JULIUS MEINL,https://online.metro-cc.ru/products/egoiste-double-espresso-100g
 228292,"RIOBA Кофе в капсулах Delicato для кофемашин Nespresso 11шт, 55г",299,,EGOISTE,https://online.metro-cc.ru/products/rioba-dlya-kofemashin-delicato-10x5g
 104610,"Кофе Egoiste Platinum, 100г",799,829,JULIUS MEINL,https://online.metro-cc.ru/products/egoiste-platinum-100-g
 102232,"Кофе Lavazza Caffe Espresso натуральный жареный в зернах, 1кг",2 599,,AMBASSADOR,https://online.metro-cc.ru/products/v-zernah-lavazza-naturalnyj-zharenyj-caffe-espresso-1kg
 586897,"Кофе Julius Meinl Caffe Crema Intenso Trend Collection в зернах, 1кг",1 839,,LAVAZZA,https://online.metro-cc.ru/products/v-zernah-julius-meinl-krema-intenso-trend-kollekciya-1000g
 119138,"Кофе Origo Imperial Wiener Mischung в зернах, 1кг",2 899,,JARDIN,https://online.metro-cc.ru/products/art_44438
 107074,"Кофе Lavazza Expert Crema-Aroma в зернах, 1кг",2 359,,CARRARO,https://online.metro-cc.ru/products/1kg-kofe-lavazza-expert-cremaaroma-v-zernah
 112993,"Кофе Julius Meinl Юбилейный классическая коллекция в зернах, 1кг",1 999,,EGOISTE,https://online.metro-cc.ru/products/yubilejnyj-julius-meinl-1000g
 654489,"Кофе Julius Meinl Юбилейный в зернах, 250г",549,,ORIGO,https://online.metro-cc.ru/products/julius-meinl-yubilejnyj-250g
 530968,"Кофе Egoiste Noir молотый, 250г",469,569,RIOBA,https://online.metro-cc.ru/products/egoiste-naturalnyj-zharenyj-250g
 654817,"Кофе Ambassador Blue Label в зернах, 1кг",1 399,1 699,JULIUS MEINL,https://online.metro-cc.ru/products/ambassador-blue-label-zernovoj-1000-g
 44332,"Кофе Черная Карта в зернах, 1кг",919,1 149,EGOISTE,https://online.metro-cc.ru/products/chernaya-karta-paketirovannyj-1kg
 531031,"Кофе Московская кофейня на паяхъ Арабика растворимый сублимированный, 95г",359,559,ALTA ROMA,https://online.metro-cc.ru/products/moskovskaya-kofejnya-na-payah-sublimirovannyj-arabika-95g
 578056,"Кофе Monarch Original растворимый, 190г",579,,LAVAZZA,https://online.metro-cc.ru/products/190g-kofe-monarch-original-rastvorimyy-st
 133726,"Напиток кофейный Nescafe Mild 3в1 20 пакетиков, 290г",259,319,NESCAFE,https://online.metro-cc.ru/products/20x145g-kofejnyj-napitok-nescafe-3v1-myagkij
 655858,"Кофе Egoiste Espresso в зернах, 1кг",2 469,,JACOBS,https://online.metro-cc.ru/products/egoiste-espresso-1000g
 505974,"Кофе Jardin Guatemala Atitlan натуральный растворимый, 95г",219,297,ЧЕРНАЯ КАРТА,https://online.metro-cc.ru/products/jardin-guatemala-atitlan-naturalnyj-95-g
 72533,"Набор кофе в капсулах Coffesso для кофемашин Nespresso ассорти 50шт, 250г",1 199,1 329,COFFESSO,https://online.metro-cc.ru/products/coffesso-nabor-v-kapsulah-50-sht-h-5-g
 609222,"Кофе Dallmayr Crema d'Oro натуральный жареный в зернах, 1кг",2 199,,RIOBA,https://online.metro-cc.ru/products/dallmayr-v-zernah-naturalnyj-zharenyj-crema-d-039oro-1kg
 224846,"Кофе Jacobs Barista Crema в зернах, 800г",1 199,1 439,MACCOFFEE,https://online.metro-cc.ru/products/kofe-jacobs-barista-crema-zernovoy-800g
 223100,"Кофе Московская кофейня на паяхъ Суаре растворимый сублимированный, 95г",279,409,ABSOLUT,https://online.metro-cc.ru/products/moskovskaya-kofejnya-na-payah-sublimirovannyj-suare-95g
 287769,"Кофе Egoiste Truffle молотый, 250г",449,659,RIOBA,https://online.metro-cc.ru/products/250g-kofe-egoiste-truffle-molotyy
 228781,"Кофе Julius Meinl Президент классическая коллекция в зернах, 1кг",2 029,,FRESCO,https://online.metro-cc.ru/products/julius-meinl-prezident-1000g
 74090,"Кофе в капсулах Jardin Vanillia Rich&Sweet для кофемашин Nespresso 10шт, 50г",279,409,JACOBS,https://online.metro-cc.ru/products/10h5g-jardin-vanillia
 526503,"Кофе MacCoffee Capuccino Di torino растворимый (25.5г x 20шт), 510г",399,489,FRESCO,https://online.metro-cc.ru/products/20shtx255g-kofe-maccoffee-cappuccino-di-torino-rastv
 632162,"Кофе Jardin Americano Crema в зернах, 1кг",1 399,1 599,ARO,https://online.metro-cc.ru/products/jardin-americano-crema-1000-g
 528357,"Кофе Julius Meinl Эспрессо в зернах, 500г",1 549,,EGOISTE,https://online.metro-cc.ru/products/julius-meinl-v-zernah-naturalnyj-zharenyj-president-grande-espresso-500g
 561302,"Кофе в капсулах Jardin Andante Strong&Velvet для кофемашин Nespresso 10шт, 50г",279,409,JARDIN,https://online.metro-cc.ru/products/10h5g-jardin-andante
 133789,"aro Кофе 3в1 классик (100 пакетиков x 16г), 1.6кг",759,,JACOBS,https://online.metro-cc.ru/products/aro-3v1-klassik-100h16g
 530969,"Кофе Jardin Colombia Medellin натуральный растворимый сублимированный, 95г",219,297,RIOBA,https://online.metro-cc.ru/products/jardin-naturalnyj-sublimirovannyj-colombia-medellin-95g
 230305,"Кофе Egoiste Noir растворимый сублимированный, 100г",469,669,MONARCH,https://online.metro-cc.ru/products/egoiste-sublimirovannyj-noir-100g
 32456,"Кофе Fresco Arabica Doppio молотый в растворимом, 100г",249,297,LAVAZZA,https://online.metro-cc.ru/products/fresco-naturalnyj-s-dobavleniem-naturalnogo-zharenogo-molotogo-arabica-doppio-100g
 528358,"Кофе Carraro Primo Mattino в зернах, 1кг",1 669,,BUSHIDO,https://online.metro-cc.ru/products/v-zernah-carraro-primo-mattino-1-kg
 119135,"Кофе Monarch Original растворимый, 270г",899,1 199,JARDIN,https://online.metro-cc.ru/products/kofe-monarch-original-rastvorimyy-270g
 208703,"Кофе Dallmayr Crema Prodomo в зернах, 1кг",2 229,,LAVAZZA,https://online.metro-cc.ru/products/dallmayr-crema-prodomo-v-zernah-1000-g
 407891,"Кофе Lavazza Espresso Italiano Classico молотый, 250г",649,,EGOISTE,https://online.metro-cc.ru/products/lavazza-naturalnyj-zharenyj-espresso-250g
 551849,"Кофе Carte Noire Instinct растворимый, 95г",449,519,NESCAFE,https://online.metro-cc.ru/products/art_260443
 590985,"RIOBA Кофе Espresso Decaffeeinated в зернах без кофеина, 500г",879,,EGOISTE,https://online.metro-cc.ru/products/rioba-v-zernah-naturalnyj-zharenyj-espresso-decaffeeinated-500g
 59006,"Кофе Poetti Daily Classic Crema в зернах, 1кг",1 599,,EGOISTE,https://online.metro-cc.ru/products/1kg-kofe-poetti-daily-classic-crema-v-zernah
 72873,"Кофе Lebo Classic молотый для турки, 200г",219,262,EGOISTE,https://online.metro-cc.ru/products/200g-lebo-classic-dlya-turki
 654818,"Кофе Egoiste гранд крю в зернах, 1кг",2 299,,JULIUS MEINL,https://online.metro-cc.ru/products/kofe-v-zernah-egoiste-grand-kryu-1kg
 124058,"Кофе Jacobs Espresso жареный в зернах, 1кг",1 249,1 489,NESCAFE,https://online.metro-cc.ru/products/jacobs-espresso-zernovoj-1kg
 112992,"Напиток кофейный Nescafe Strong 3в1 20 пакетиков, 290г",259,319,EGOISTE,https://online.metro-cc.ru/products/20x145g-kofejnyj-napitok-nescafe-3v1-krepkij
 427833,"Кофе Egoiste Very Special растворимый сублимированный, 100г",699,1 099,LAVAZZA,https://online.metro-cc.ru/products/egoiste-sublimirovannyj-very-special-100g
 59004,"Напиток кофейный Jacobs 3в1 Классический 50 пакетиков, 675г",589,779,BUSHIDO,https://online.metro-cc.ru/products/napitok-kofeynyy-jacobs-3v1-klassicheskiy-50x135g
 134491,"RIOBA Кофе в капсулах Forte для кофемашин Nespresso 11шт, 55г",299,,ARO,https://online.metro-cc.ru/products/rioba-dlya-kofemashin-forte-11x5g
 219193,"Кофе Carte Noire Original растворимый сублимированный, 190г",979,1 129,COFERIUM,https://online.metro-cc.ru/products/carte-noire-sublimirovannyj-original-190g
 260443,"Кофе в капсулах Jardin Allonge Smooth&Silky для кофемашин Nespresso 10шт, 50г",279,409,CARTE NOIRE,https://online.metro-cc.ru/products/10h5g-jardin-allonge
 226465,"Кофе в капсулах Jardin Vivo Mild&Fruity для кофемашин Nespresso 10шт, 50г",279,409,ALTA ROMA,https://online.metro-cc.ru/products/10h5g-jardin-vivo
 598959,"Кофе Bushido Red Katana молотый, 227г",509,,EGOISTE,https://online.metro-cc.ru/products/art_59004
 44941,"Кофе Lavazza Expert Gusto Pieno в зернах, 1кг",1 829,,DALLMAYR,https://online.metro-cc.ru/products/1kg-kofe-lavazza-expert-gusto-pieno-v-zernah
 32457,"Кофе Egoiste Velvet молотый, 200г",449,509,LAVAZZA,https://online.metro-cc.ru/products/egoiste-velvet-200g
 218719,"Кофе в капсулах Absolut Drive Cappuccino with milk для кофемашин Dolce Gusto 16шт, 184г",359,429,POETTI,https://online.metro-cc.ru/products/8shth6g8shth17g-kofe-absolut-kapuchino-kapsuly-dg
 104612,"Кофе Alta Roma Vero в зернах, 1кг",1 199,1 459,JULIUS MEINL,https://online.metro-cc.ru/products/kofe-alta-roma-vero-v-zernakh-1kg
 654820,"RIOBA Кофе в капсулах Intenso для кофемашин Nespresso 11шт, 55г",299,,JULIUS MEINL,https://online.metro-cc.ru/products/rioba-dlya-kofemashin-intenso-11x5g
 530967,"Кофе Kimbo Caffe Crema Dolce Medium в зернах, 1кг",2 159,,RIOBA,https://online.metro-cc.ru/products/1kg-kimbo-caffe-crema-dolce-medium
 469367,"Кофе Fresco Liberty в зернах, 900г",1 499,,JARDIN,https://online.metro-cc.ru/products/900g-kofe-fresco-liberty-zerno
 133725,"Кофе Origo Kaffee Klassik Barista Espresso в зернах, 1кг",2 319,,NESCAFE,https://online.metro-cc.ru/products/v-zernah-origo-klassik-kaffee-barista-espresso-1-kg
 220015,"Кофе Julius Meinl Trend Collection Espresso Classico в зернах, 1кг",2 319,,JULIUS MEINL,https://online.metro-cc.ru/products/julius-meinl-espresso-trend-1kg
 132207,"Кофе Carte Noire Privilege сублимированный, 95г",449,509,JACOBS,https://online.metro-cc.ru/products/carte-noire-privilege-sublimirovannyj-95-g
 230304,"Кофе Egoiste Noir растворимый, 70г",299,309,MONARCH,https://online.metro-cc.ru/products/egoiste-noir-70g
 508641,"RIOBA Кофе в капсулах Armonioso для кофемашин Nespresso 11шт, 55г",299,,EGOISTE,https://online.metro-cc.ru/products/rioba-dlya-kofemashin-armonioso-10x5g
 599512,"Кофе Egoiste Special растворимый сублимированный с молотым, 100г",799,999,AMBASSADOR,https://online.metro-cc.ru/products/egoiste-sublimirovannnyj-s-molotym-special-100g
 624874,"Кофе Bushido Black Katana растворимый, 100г",849,909,ORIGO,https://online.metro-cc.ru/products/bushido-sublimirovannyj-black-katana-100g
 59002,"Кофе в капсулах Lebo Espresso Crema для кофемашин Nespresso 40 шт, 220г",1 299,,BUSHIDO,https://online.metro-cc.ru/products/40shth55g-kofe-lebo-espresso-crema-banka
 201559,"Кофе в капсулах Tassimo Jacobs Cappuccino для кофемашин Tassimo 16шт (8 эспрессо 8 молочных), 260г",489,579,JACOBS,https://online.metro-cc.ru/products/tassimo-cappuccino-classico-8-8sht
 119136,"Кофе в капсулах L’or Espresso Delizioso для кофемашин Nespresso 10шт, 52г",529,,JARDIN,https://online.metro-cc.ru/products/lor-espresso-delizioso-52-g
 388183,"Кофе в капсулах Julius Meinl Ristretto Intenso Bio для кофемашин Nespresso 10шт, 56г",619,,DALLMAYR,https://online.metro-cc.ru/products/julius-meinl-ristretto-kapuchino-v-biorazlive-56g-10
 632120,"Кофе в капсулах Absolut Drive Latte Macchiato with caramel для кофемашин Dolce Gusto 16шт, 168г",359,429,ARO,https://online.metro-cc.ru/products/8shth6g8shth15g-kofe-absolut-latte-karamel-kapsuly-dg
 581767,"Кофе Nescafe Classic растворимый, 320г",439,469,CARTE NOIRE,https://online.metro-cc.ru/products/320g-nescafe-classic-paket
 636529,"aro Кофе натуральный жареный молотый, 500г",409,,EGOISTE,https://online.metro-cc.ru/products/500g-kofe-aro-molotyy
 218720,"Кофе Jacobs Barista Editions Italiano в зернах, 800г",1 199,1 439,POETTI,https://online.metro-cc.ru/products/800g-kofe-jacobs-barista-editions-italiano-zernovoy
 223118,"Кофе Fresco Arabica Solo растворимый, 100г",249,297,ABSOLUT,https://online.metro-cc.ru/products/fresco-arabika-100g
 107073,"Кофе в капсулах Tassimo Jacobs Americano Classico для кофемашин Tassimo 16шт, 132г",489,579,CARRARO,https://online.metro-cc.ru/products/americano-classico-tassimo-jacobs-16-sht
 234393,"Кофе Lavazza Qualita Oro молотый, 250г",739,,JULIUS MEINL,https://online.metro-cc.ru/products/lavazza-naturalnyj-zharenyj-oro-250g-43053
 208701,"Кофе Jardin Kenya Kilimanjaro растворимый, 95г",219,297,LAVAZZA,https://online.metro-cc.ru/products/jardin-kenya-kilimanjaro-95-g
 530965,"Напиток кофейный Nescafe Classic 3в1 20 пакетиков, 290г",259,319,RIOBA,https://online.metro-cc.ru/products/20x145g-kofejnyj-napitok-nescafe-3v1-klassik
 401114,"Кофе Kimbo Aroma Gold Arabica в зернах, 1кг",2 799,,TASSIMO,https://online.metro-cc.ru/products/kimbo-v-zernah-aroma-gold-arabica-1kg
 133724,"Кофе Origo Cafe Crema в зернах, 1кг",1 849,,NESCAFE,https://online.metro-cc.ru/products/art_624869
 218639,"Набор подарочный Monarch Original Кофе+чашка растворимый, 95г",499,,NESCAFE,https://online.metro-cc.ru/products/95g-pn-kofechashka-monarch-original-rastvorimyy
 224735,"Кофе Carraro Arabica 100% в зернах, 500г",1 269,,MONARCH,https://online.metro-cc.ru/products/v-zernah-carraro-arabica-100-500-g
 629008,"Кофе Monarch Milligrano растворимый с молотым, 90г",329,349,KIMBO,https://online.metro-cc.ru/products/kofe-monarch-milligrano-rastvorimyy-s-molotym-90g
 494570,"Кофе Julius Meinl Президент в зернах, 500г",919,,JARDIN,https://online.metro-cc.ru/products/julius-meinl-v-zernah-naturalnyj-zharenyj-president-500g
 666412,"Кофе Monarch Original растворимый, 210г",589,,CARTE NOIRE,https://online.metro-cc.ru/products/kofe-monarch-original-rastvorimyy-210g
 384608,"aro Кофе растворимый сублимированный, 900г",1 639,,JULIUS MEINL,https://online.metro-cc.ru/products/aro-sublimirovannyj-900g
 636528,"Кофе Lavazza Expert Gusto Forte в зернах, 1кг",1 709,,EGOISTE,https://online.metro-cc.ru/products/1kg-kofe-lavazza-expert-gusto-forte-v-zernah
 123862,"Кофе Kimbo Intenso в зернах, 1кг",1 659,,KIMBO,https://online.metro-cc.ru/products/kimbo-intenso-1kg
 44940,"Кофе Egoiste Noir в зернах, 250г",469,609,DALLMAYR,https://online.metro-cc.ru/products/egoiste-naturalnyj-zharenyj-v-zernah-noir-250g
 79862,"Кофе Jardin Colombia Supremo натуральный жареный в зернах, 1кг",2 309,,TASSIMO,https://online.metro-cc.ru/products/jardin-v-zernah-naturalnyj-zharenyj-colombia-supremo-1kg
 395462,"Кофе Origo Grande Barista в зернах, 1кг",2 499,,JULIUS MEINL,https://online.metro-cc.ru/products/art_624874
 230025,"Кофе Egoiste Captain в зернах, 1кг",2 519,,ILLY,https://online.metro-cc.ru/products/1kg-kofe-egoiste-captain-v-zernah
 59569,"Кофе Dallmayr Espresso d`Oro в зернах, 1кг",2 299,,ILLY,https://online.metro-cc.ru/products/art_44940
 8415,"Кофе Egoiste Velvet в зернах, 200г",449,549,NESCAFE,https://online.metro-cc.ru/products/egoiste-velvet-200-g
 228285,"Кофе Nescafe Gold растворимый, 190г",879,,EGOISTE,https://online.metro-cc.ru/products/nescafe-sublimirovannyj-gold-190g
 459852,"Кофе Monarch Gold растворимый, 95г",449,,ЖОКЕЙ,https://online.metro-cc.ru/products/95g-kofe-monarch-gold-rastvorimyy-st
 226347,"Кофе Жокей Триумф растворимый сублимированный, 150г",249,297,CARTE NOIRE,https://online.metro-cc.ru/products/zhokej-sublimirovannyj-triumf-150g
 376494,"Кофе Dallmayr Ethiopia в зернах, 500г",1 359,,KIMBO,https://online.metro-cc.ru/products/molotyj-dallmayr-efiopiya-500g
 223097,"Кофе Illy средней обжарки в зернах, 250г",1 090,1 499,ABSOLUT,https://online.metro-cc.ru/products/v-zernah-illy-srednej-obzharki-250g
 624869,"Кофе Bushido Sensei молотый, 227г",739,,ORIGO,https://online.metro-cc.ru/products/art_59002
 101497,"Кофе в капсулах Jardin Ristretto Intense&Full Bodied для кофемашин Nespresso 10шт, 50г",279,409,JARDIN,https://online.metro-cc.ru/products/10h5g-jardin-ristretto
 32458,"Кофе Julius Meinl Юбилейный в зернах, 500г",969,,LAVAZZA,https://online.metro-cc.ru/products/julius-meinl-v-zernah-naturalnyj-zharenyj-jubileum-500g
 119139,"Кофе Poetti Daily Arabica в зернах, 1кг",1 909,,JARDIN,https://online.metro-cc.ru/products/1kg-kofe-poetti-daily-arabica-v-zernah
 629014,"Кофе Жокей Ирландские сливки молотый, 150г",309,,KIMBO,https://online.metro-cc.ru/products/150g-zhokej-irlandskie-slivki-mol
 227078,"Кофе Lavazza Qualita Rossa молотый, 250г",559,,MONARCH,https://online.metro-cc.ru/products/lavazza-rossa-250g
 658721,"Кофе Lebo Classic Extra молотый для турки, 100г",129,140,KIMBO,https://online.metro-cc.ru/products/100g-lebo-extra-dlya-turki
 611606,"Кофе Fresco Arabica Blend натуральный растворимый, 100г",249,297,ILLY,https://online.metro-cc.ru/products/fresco-naturalnyj-arabica-blend-100g
 553579,"Кофе Ambassador Platinum растворимый, 190г",529,639,EGOISTE,https://online.metro-cc.ru/products/ambassador-platinum-190g
 224736,"Кофе в капсулах Absolut Drive Espresso Original для кофемашин Dolce Gusto16шт, 96г",359,429,MONARCH,https://online.metro-cc.ru/products/16shth6g-kofe-absolut-espresso-kapsuly-dg
 218640,"Кофе в капсулах Lebo Espresso Collection для кофемашин Nespresso 40шт, 220г",1 469,,NESCAFE,https://online.metro-cc.ru/products/40shth55g-kofe-lebo-espresso-collection-banka
 221910,"Кофе Carraro Crema Italiano в зернах, 1кг",1 749,,LEBO,https://online.metro-cc.ru/products/v-zernah-caffe-carraro-crema-italiano-1-kg
 226523,"Кофе Fresco Arabica Solo растворимый, 190г",619,,MACCOFFEE,https://online.metro-cc.ru/products/kofe-fresco-arabica-solo-rastvorimyy-190g
 221909,"Напиток кофейный Nescafe Cappuccino порционный растворимый (18г x 20шт), 360г",419,589,LEBO,https://online.metro-cc.ru/products/20shth18g-kofeynyy-nap-nescafe-kapuchino-ports-rastv
 221903,"Кофе Julius Meinl Melange Венская коллекция молотый, 220г",549,739,CARRARO,https://online.metro-cc.ru/products/kofe-julius-meinl-melange-venskaya-kollektsiya-molotyy-220g
 112990,"Кофе Bushido Red Katana растворимый сублимированный, 100г",789,859,CARRARO,https://online.metro-cc.ru/products/art_508637
 423210,"Кофе Monarch Лесной орех растворимый, 95г",509,,FRESCO,https://online.metro-cc.ru/products/95g-kofe-monarch-lesnoy-oreh-rastvorimyy-st
 508637,"Кофе Monarch карамель растворимый, 95г",509,,BUSHIDO,https://online.metro-cc.ru/products/95g-kofe-monarch-karamel-rastvorimyy-st
 234392,"Кофе Bushido Sensei в зернах, 227г",599,,JULIUS MEINL,https://online.metro-cc.ru/products/bushido-sensei-227g
 221905,"Кофе Monarch Day&Night декофеинизированный растворимый, 95г",339,389,CARRARO,https://online.metro-cc.ru/products/kofe-monarch-daynight-dekofeinizirovannyy-rastvorimyy-95g
