id,Название,Цена со скидкой,Цена без скидки,Бренд,Ссылка
 120512,"Напиток кофейный Jacobs 3в1 Крепкий 50 пакетиков, 675г",589,779,L'OR,https://online.metro-cc.ru/products/napitok-kofeynyy-jacobs-3v1-krepkiy-50x135g
 226336,"Кофе в капсулах Jacobs Espresso №7 Classico для кофемашин Nespresso 10шт, 52г",279,329,JACOBS,https://online.metro-cc.ru/products/jacobs-espresso-7-classico-10sht
 581769,"Кофе Alta Roma Caffe Latte в зернах, 1кг",919,1 359,JACOBS,https://online.metro-cc.ru/products/kofe-alta-roma-caffe-latte-v-zernakh-1kg
 235403,"Кофе в капсулах Absolut Drive Americano Original для кофемашин Dolce Gusto 16шт, 128г",359,429,LAVAZZA,https://online.metro-cc.ru/products/16shth8g-kofe-absolut-amerikano-kapsuly-dg
 117383,"Кофе Jacobs Monarch Классический в зернах, 800г",989,1 159,TASSIMO,https://online.metro-cc.ru/products/jacobs-monarch-klassicheskij-v-zernah-800-g
 420359,"Кофе Carte Noire Original растворимый сублимированный, 150г",1 190,,ЖОКЕЙ,https://online.metro-cc.ru/products/carte-noire-sublimirovannyj-original-150g
 62187,"RIOBA Кофе в капсулах Dolce Gusto Latte Macciato 8 порций 16 капсул, 192г",419,,JULIUS MEINL,https://online.metro-cc.ru/products/192g-kofe-v-kaps-rioba-dolce-gusto-latte-macc
 469154,"RIOBA Кофе в капсулах Dolce Gusto Capuccino 8 порций 16 капсул, 192г",419,,ЧЕРНАЯ КАРТА,https://online.metro-cc.ru/products/192g-kofe-v-kaps-rioba-dolce-gusto-cappuccino
 219473,"Кофе Poetti Daily Mokka молотый, 250г",349,,LAVAZZA,https://online.metro-cc.ru/products/250g-kofe-poetti-daily-mokka-molotyy
 226509,"Кофе Monarch Original растворимый, 130г",399,,MACCOFFEE,https://online.metro-cc.ru/products/kofe-monarch-original-rastvorimyy-130g
 218710,"Кофе Jacobs Millicano молотый в растворимом, 75г",229,239,POETTI,https://online.metro-cc.ru/products/jacobs-monarch-molotyj-millicano-75g
 95644,"Кофе Nescafe Classic растворимый, 500г",1 059,,JACOBS,https://online.metro-cc.ru/products/nescafe-classic-paket-500g
 226467,"Кофе Kimbo Superior Blend натуральный жареный в зернах, 1кг",2 109,,ALTA ROMA,https://online.metro-cc.ru/products/kimbo-v-zernah-naturalnyj-zharenyj-superior-blend-1kg
 120509,"Кофе Poetti Leggenda Ruby в зернах, 1кг",2 189,,RIOBA,https://online.metro-cc.ru/products/1kg-kofe-poetti-leggenda-ruby-v-zernah
 122026,"Кофе Origo Professional Master эспрессо в зернах, 1кг",2 029,,JACOBS,https://online.metro-cc.ru/products/1kg-kofe-origo-professional-master-espresso-zerno
 120480,"Кофе Monarch Brazilian Selection в зернах, 800г",1 569,,JACOBS,https://online.metro-cc.ru/products/800g-kofe-monarch-brazilian-selection-zerno
 19743,"Кофе Carte Noire Crema Delice в зернах, 800г",2 199,,NESCAFE,https://online.metro-cc.ru/products/800g-kofe-carte-noire-crema-delice-zerno
 376496,"Кофе Жокей Традиционный в зернах, 900г",1 079,,KIMBO,https://online.metro-cc.ru/products/zhokej-tradicionnyj-900g
 218855,"Кофе Tchibo Gold мокка молотый, 250г",309,,CARTE NOIRE,https://online.metro-cc.ru/products/250g-kofe-tchibo-gold-mokka-molotyy
 230306,"Кофе Carraro Qualita Oro в зернах, 500г",1 179,,MONARCH,https://online.metro-cc.ru/products/v-zernah-carraro-qualita-oro-500-g
 226505,"Кофе Jacobs Caramel с ароматом карамели растворимый, 95г",509,,MACCOFFEE,https://online.metro-cc.ru/products/95g-jacobs-s-arom-karameli
 120510,"Кофе Piazza del Caffe Crema Vellutata в зернах, 1кг",1 159,,RIOBA,https://online.metro-cc.ru/products/1kg-kofe-piazza-del-caffe-crema-vellutata-zerno
 228240,"Кофе Черная Карта молотый жареный, 250г",229,289,ЖОКЕЙ,https://online.metro-cc.ru/products/250g-kofe-chernaya-karta-molotyy-zharenyy
 483062,"Кофе Jardin Kenya Kilimanjaro растворимый сублимированный, 150г",499,,JACOBS,https://online.metro-cc.ru/products/jardin-kenya-kilimanjaro-sublimirovannyj-150g
 235644,"Кофе Жокей Триумф растворимый, 280г",739,,LAVAZZA,https://online.metro-cc.ru/products/280g-kofe-zhokey-triumf-rastvorimyy
 235401,"Кофе Jardin Kenya Kilimanjaro растворимый, 75г",229,,LAVAZZA,https://online.metro-cc.ru/products/75g-kofe-jardin-keniya-kilimandzharo-rastvorimyy
 228237,"Кофе Jacobs Brazilian Selection растворимый, 180г",609,,JARDIN,https://online.metro-cc.ru/products/180g-kofe-jacobs-brazilian-selection-rastvorimyy
 12507,"Кофе Jacobs Velour растворимый, 95г",499,,CARTE NOIRE,https://online.metro-cc.ru/products/95g-kofe-jacobs-velour-rastvorimyy-poroshkoobraznyy-stb
 633254,"Кофе в капсулах Verle Classic Decaf для кофемашин Nespresso 10шт, 55г",399,,JARDIN,https://online.metro-cc.ru/products/kofe-verle-classic-decaf-v-kapsulah-55g-x-10sht-55g
 229166,"Кофе Poetti Leggenda Original в зернах, 1кг",2 189,,TCHIBO,https://online.metro-cc.ru/products/1kg-kofe-poetti-leggenda-original-v-zernah
 235415,"Кофе Жокей Фаворит растворимый гранулированный, 75г",251,,MISCELA D'ORO,https://online.metro-cc.ru/products/zhokej-favorit-granulirovannyj150-g
 29181,"Кофе Jacobs Monarch растворимый сублимированный, 190г",899,,NESCAFE,https://online.metro-cc.ru/products/jacobs-monarch-sublimirovannyj-190g
 231690,"Кофе Jacobs Monarch растворимый сублимированный, 48г",299,,TORABIKA,https://online.metro-cc.ru/products/jacobs-monarch-sublimirovannyj-475g
 232415,"Кофе Жокей триумф растворимый, 450г",1 099,,ЖОКЕЙ,https://online.metro-cc.ru/products/450g-kofe-zhokey-triumf-rastvorimyy
 235645,"Кофе Nescafe Gold растворимый, 130г",,,LAVAZZA,
 426450,"RIOBA Кофе Vending натуральный жареный в зернах, 1кг",,,CARTE NOIRE,
 120479,"aro Кофе натуральный жареный в зернах, 1кг",,,JACOBS,
 228436,"Кофе Egoiste Truffle растворимый сублимированный, 95г",,,VERLE,
 8359,"Кофе Jacobs Monarch классический растворимый сублимированный, 240г",,,RIOBA,
 228441,"Кофе Jacobs Monarch растворимый сублимированный, 500г",,,VERLE,
 559281,"Кофе Jacobs Monarch растворимый сублимированный, 150г",,,JACOBS,
 218854,"Кофе Lavazza Rossa в зернах, 1кг",,,JACOBS,
 544095,"Кофе Julius Meinl Buonaroma молотый, 220г",,,ЖОКЕЙ,
 31887,"RIOBA Кофе в капсулах Dolce Gusto Americano 16шт, 112г",,,BUSHIDO,
 226349,"Кофе Illy Etiopia arabica selection в зернах, 250г",,,JACOBS,
 59575,"Кофе в капсулах Verle Classic Solid для кофемашин Nespresso 10шт, 55г",,,ILLY,
 130173,"Кофе Piazza del Caffe Espresso Forte в зернах, 1кг",,,EGOISTE,
 599071,"Кофе в капсулах Lebo Americano для кофемашин Dolce Gusto 16шт, 136г",,,JARDIN,
 206308,"Кофе Jacobs Gold растворимый, 190г",,,ORIGO,
 218716,"Кофе Jacobs Crema растворимый, 95г",,,POETTI,
 384385,"Кофе Jacobs Monarch растворимый, 95г",,,JACOBS,
 484353,"Кофе Jacobs Monarch классический молотый, 230г",,,JACOBS,
 375973,"Кофе в капсулах Starbucks Caffe Verona для Nespresso 10шт, 55г",,,JACOBS,
 134493,"Кофе Lavazza Qualita Oro в зернах, 250г",,,ARO,
 218853,"Кофе в капсулах Lavazza Espresso Colombia для кофемашин Nespresso 10шт, 53г",,,JACOBS,
 228291,"Кофе в капсулах Lavazza Espresso Delicato Intenso для кофемашин Nespresso 10шт, 50г",,,EGOISTE,
 122285,"Кофе в капсулах Starbucks Espresso Roast для Nespresso 10шт, 57г",,,LAVAZZA,
 230298,"Кофе Jacobs Monarch Intense крепкий растворимый сублимированный, 95г",,,MONARCH,
 234390,"Кофе в капсулах Lavazza Espresso Armonico для кофемашин Nespresso 10шт, 50г",,,JULIUS MEINL,
 218712,"Кофе Jacobs Millicano молотый в растворимом, 200г",,,POETTI,
 644660,"RIOBA Кофе в капсулах Dolce Gusto Espresso 16шт, 112г",,,ЧЕРНАЯ КАРТА,
 217498,"Кофе Jacobs Millicano растворимый, 120г",,,ЧЕРНАЯ КАРТА,
 235644,"Кофе в капсулах Lavazza Qualita Oro для кофемашин Nespresso 10шт, 55г",,,LAVAZZA,
 235414,"Кофе Jacobs Monarch растворимый, 210г",,,MISCELA D'ORO,
 643475,"Кофе в капсулах Julius Meinl Ristretto Intenso Bio для кофемашин Nespresso 10шт, 56г x 10 шт",,,LAVAZZA,
 482533,"Кофе Jacobs Monarch классический растворимый сублимированный, 240г x 6 шт",,,JACOBS,
 112991,"Кофе Черная Карта Gold растворимый, 190г x 6 шт",,,CARRARO,
 220336,"Кофе Miscela D'Oro Espresso Robusto в зернах, 1кг",,,STARBUCKS,
 611604,"Кофе Egoiste Noir растворимый сублимированный, 100г х 12 шт",,,ILLY,
 8352,"Кофе в капсулах Starbucks House Blend для Nespresso 10шт, 55г",,,RIOBA,
 470026,"Кофе в капсулах Starbucks Blonde Espresso Roast для Nespresso 10шт, 53г",,,JACOBS,
 577156,"Кофе Carte Noire Instinct растворимый, 95г x 6 шт",,,JACOBS,
 226344,"Кофе Miscela D'Oro Espresso Intenso в зернах, 1кг",,,LEBO,
 235414,"Кофе Jacobs Monarch натуральный растворимый сублимированный, 75г x 12 шт",,,MISCELA D'ORO,
 219471,"Кофе Carte Noire растворимый, 47г x 20 шт",,,LAVAZZA,
 201562,"Кофе Nescafe Gold растворимый сублимированный, 500г х 12 шт",,,JACOBS,
 117381,"Кофе в капсулах Lavazza Espresso Deciso для кофемашин Nespresso 10шт, 50г",,,L'OR,
 604157,"Кофе в капсулах Lavazza Qualita Rossa для кофемашин Nespresso 10шт, 57г",,,NESCAFE,
 235400,"Кофе Jacobs Monarch, 47г x 20 шт",,,LAVAZZA,
 228295,"Кофе в капсулах Lavazza Crema E Gusto Classico для кофемашин Nespresso 10шт, 57г х 10 пачек",,,EGOISTE,
 495117,"RIOBA Кофе в капсулах Intenso для кофемашин Nespresso 11шт, 55г x 10 шт",,,NESCAFE,
 545655,"Кофе в капсулах L’or Espresso Splendente для кофемашин Nespresso 10шт, 52г x 10 шт",,,JACOBS,
 117361,"Кофе в капсулах Lavazza Tierra for planet для кофемашин Nespresso 10шт, 55г х 10 пачек",,,L'OR,
 112994,"RIOBA Кофе в капсулах Delicato для кофемашин Nespresso 11шт, 55г x 10 шт",,,JACOBS,
 57058,"Кофе в капсулах L’or Espresso Lungo Profondo для кофемашин Nespresso 10шт, 52г x 10 шт",,,MACCOFFEE,
 219472,"Кофе в капсулах Julius Meinl Lungo Classico Bio для кофемашин Nespresso 10шт, 56г x 10 шт",,,LAVAZZA,
 117405,"Кофе Jacobs Millicano молотый в растворимом, 75г x 12 шт",,,JULIUS MEINL,
 653731,"Кофе в капсулах Lavazza Crema e Gusto Dolce для кофемашин Nespresso 10шт, 57г",,,RIOBA,
 228420,"RIOBA Кофе в капсулах Decaffeinato без кофеина для кофемашин Nespresso 11шт, 55г x 10 шт",,,VERLE,
 120510,"Кофе Miscela D'Oro Espresso Gran Crema в зернах, 1кг",,,RIOBA,
 117362,"Кофе в капсулах L’or Espresso Forza для кофемашин Nespresso 10шт, 52г x 10 шт",,,L'OR,
 220337,"RIOBA Кофе в капсулах Armonioso для кофемашин Nespresso 11шт, 55г x 10 шт",,,STARBUCKS,
 218856,"Кофе Jacobs Monarch растворимый сублимированный, 500г x 6 шт",,,CARTE NOIRE,
 133790,"Кофе Jacobs Monarch растворимый, 95г x 12 шт",,,JACOBS,
 426458,"Кофе в капсулах L’or Espresso Delizioso для кофемашин Nespresso 10шт, 52г x 10 шт",,,JACOBS,
 413414,"Кофе Egoiste Noir в зернах, 250г x 12 шт",,,JACOBS,
 117387,"Кофе в капсулах Lavazza Crema E Gusto Classico для кофемашин Nespresso 10шт, 57г",,,COFFESSO,
 31894,"Кофе в капсулах Lavazza Crema e Gusto Dolce для кофемашин Nespresso 10шт, 57г х 10 пачек",,,EGOISTE,
 200475,"RIOBA Кофе в капсулах Forte для кофемашин Nespresso 11шт, 55г x 10 шт",,,JACOBS,
 31895,"RIOBA Кофе в капсулах Cremoso для кофемашин Nespresso 11шт, 55г x 10 шт",,,EGOISTE,
 133441,"Кофе Carte Noire Original в зернах, 800г x 6 шт",,,RIOBA,
 235419,"Кофе в капсулах Lavazza Qualita Rossa для кофемашин Nespresso 10шт, 57г х 10 пачек",,,MISCELA D'ORO,
 231688,"Кофе в капсулах Jacobs Espresso №7 Classico для кофемашин Nespresso 10шт, 52г x 10 шт",,,TORABIKA,
 643753,"Кофе Jacobs Monarch Intense крепкий растворимый сублимированный, 95г x 12 шт",,,NESCAFE,
 235416,"Кофе Egoiste Noir молотый, 250г x 12 шт",,,MISCELA D'ORO,
 218714,"Кофе в капсулах Lavazza Tierra for planet для кофемашин Nespresso 10шт, 55г",,,POETTI,
 235643,"Кофе Egoiste Arabica Premium натуральный жареный в зернах, 1кг x 4 шт",,,LAVAZZA,
 616877,"Кофе в капсулах Tassimo Jacobs Cappuccino для кофемашин Tassimo 16шт (8 эспрессо 8 молочных), 260г х 5 шт",,,EGOISTE,
 120484,"Кофе Miscela D'Oro Espresso Gusto Classico в зернах, 1кг",,,RIOBA,
 117404,"Кофе Nescafe Gold растворимый сублимированный с добавлением натурального жареного молотого кофе, 750г x 6 шт",,,JULIUS MEINL,
 616876,"Кофе Nescafe Classic Crema растворимый, 95г x 12 шт",,,EGOISTE,
 616531,"Кофе Nescafe Gold Barista растворимый, 85г x 6 шт",,,ЖОКЕЙ,
 219470,"Кофе Jacobs Monarch растворимый сублимированный, 150г x 9 шт",,,LAVAZZA,
 470008,"Кофе в капсулах Tassimo Jacobs Americano Classico для кофемашин Tassimo 16шт, 132г x 5 шт",,,JACOBS,
 117380,"Кофе в капсулах L’or Espresso Ristretto для кофемашин Nespresso 10шт, 52г x 10 шт",,,TASSIMO,
 349885,"Кофе Torabika Brown растворимый (25г x 20шт), 500г",,,JACOBS,
 231689,"RIOBA Кофе в капсулах Dolce Gusto Grande Intenso 16шт, 112г",,,TORABIKA,
 117382,"Кофе Bushido Kodo растворимый, 95г x 9 шт",,,L'OR,
 235402,"Набор кофе в капсулах Coffesso для кофемашин Nespresso ассорти 50шт, 250г x 6 шт",,,LAVAZZA,
 120485,"Кофе Torabika Creamy Latte растворимый (30г x 20шт), 600г",,,RIOBA,
 115555,"Кофе Torabika капучино растворимый (25.5г x 20шт), 510г",,,JACOBS,
 235646,"Кофе в капсулах Julius Meinl Espresso Crema Bio для кофемашин Nespresso 10шт, 56г x 10 шт",,,LAVAZZA,
 120486,"Кофе в капсулах Jacobs Espresso №10 Intenso для кофемашин Nespresso 10шт, 52г х 10 шт",,,RIOBA,
 551816,"Кофе Egoiste Double Espresso растворимый, 70г",,,NESCAFE,
